|datasheet_id|line|button|description|Unnamed: 4
2111|3820|4|•|This model can be equipped with 1 hunter-killer missile.|
2112|3820|5|*|<i>This weapon cannot be replaced.</i>|
2113|3821|1|•|Chaplain Cassius is equipped with: artificer crozius; bolt pistol.|
2114|3821|2|•|Vael Donatus is equipped with: boltgun; bolt pistol; close combat weapon.|
2115|3821|3|•|Zameon Gydrael is equipped with: Long Vigil ranged weapon; Long Vigil melee weapon.|
2116|3821|4|•|Rodricus Grytt is equipped with: frag cannon; bolt pistol; close combat weapon.|
2117|3821|5|•|Antor Delassio is equipped with: Long Vigil ranged weapon; Long Vigil melee weapon, jump pack.|
2118|3821|6|•|Edryc Setorax is equipped with: twin lightning claws, jump pack.|
2119|3821|7|•|Jensus Natorian is equipped with: psychic Cleanse; bolt pistol; force weapon; psychic hood.|
2120|3821|8|•|Drenn Redblade is equipped with: Long Vigil melee weapon; boltgun.|
2121|3821|9|•|Garran Branatar is equipped with: heavy flamer; Long Vigil ranged weapon; power fist.|
2122|3821|10|•|Ennox Sorrlock is equipped with: Long Vigil ranged weapon; close combat weapon.|
2123|3821|11|•|Jetek Suberei is equipped with: Deathwatch twin boltgun; Long Vigil melee weapon.|
2124|3822|1|•|"Up to 3 Deathwatch Terminators can each have their storm bolter replaced with one of the following:<ul style=""list-style-type:circle""><li>1 assault cannon</li><li>1 heavy flamer</li><li>1 plasma cannon</li><li>1 cyclone missile launcher and 1 storm bolter (this model’s storm bolter cannot be replaced)</li></ul>"|
2125|3822|2|•|"Any number of models can each have their power fist and storm bolter replaced with one of the following:<ul style=""list-style-type:circle""><li>1 storm bolter and 1 power weapon</li><li>1 storm bolter and 1 chainfist</li><li>1 twin lightning claws</li><li>1 thunder hammer and 1 storm shield</li></ul>"|
2126|3823|1|•|"The Veteran Biker Sergeant can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 Long Vigil ranged weapon</li><li>1 Long Vigil melee weapon</li><li>1 xenophase blade</li><li>1 Astartes shield</li></ul>"|
2127|3823|2|•|Any number of Veteran Biker models can each be equipped with 1 Long Vigil melee weapon.|
2128|3824|1|•|"Any number of Kill Team Veterans can replace their boltgun and Long Vigil melee weapon with:<ul style=""list-style-type:circle""><li>1 Long Vigil ranged weapon</li><li>1 boltgun and 1 Astartes shield</li><li>1 Long Vigil melee weapon and 1 Astartes shield</li></ul>"|
2129|3824|2|•|For every 5 models in this unit, up to 2 models can replace their boltgun and Long Vigil melee weapon with 1 Deathwatch thunder hammer.|
2130|3824|3|•|"For every 5 models in the unit, up to 2 models can replace their boltgun and Long Vigil melee weapon with one of the following:<ul style=""list-style-type:circle""><li>1 frag cannon</li><li>1 Infernus heavy bolter</li></ul>"|
2131|3824|4|•|"Any number of Kill Team Biker models can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 Long Vigil melee weapon</li></ul>"|
2132|3824|5|•|For every 5 models in this unit, up to 2 models  can replace their boltgun and Long Vigil melee weapon with 1 Deathwatch thunder hammer.|
2133|3824|6|•|"Up to 3 models can each have their storm bolter replaced with one of the following:<ul style=""list-style-type:circle""><li>1 assault cannon</li><li>1 heavy flamer</li><li>1 plasma cannon</li><li>1 cyclone missile launcher and 1 storm bolter (this model’s storm bolter cannot be replaced)</li></ul>"|
2134|3824|7|•|"Any number of Kill Team Terminator models can replace their power fist and storm bolter with one of the following:<ul style=""list-style-type:circle""><li>1 storm bolter and 1 power weapon</li><li>1 storm bolter and 1 chainfist</li><li>1 twin lightning claws</li><li>1 Terminator thunder hammer and 1 storm shield</li></ul>"|
2135|3825|1|•|"1 Kill Team Intercessor’s bolt rifle can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 hand flamer</li><li>1 plasma pistol</li><li>1 Astartes chainsword</li><li>1 Long Vigil melee weapon</li></ul>"|
2136|3825|2|•|"1 model equipped with a bolt rifle can replace its close combat weapon with one of the following:<ul style=""list-style-type:circle""><li>1 Astartes chainsword</li><li>1 Long Vigil melee weapon</li></ul>"|
2137|3825|3|•|For every 5 models in this unit, 1 model’s bolt rifle can be replaced with 1 Long Vigil ranged weapon.|
2138|3825|4|•|Any number of Kill Team Intercessors with plasma incinerators can each have their bolt pistol replaced with 1 plasma pistol.|
2139|3826|1|•|For every 5 models in this unit, 1 model equipped with a heavy bolt rifle can have its heavy bolt rifle replaced with 1 heavy bolter.|
2140|3826|2|•|1 model equipped with a melta rifle can have its melta rifle replaced with 1 multi-melta.|
2141|3826|3|•|Any number of models equipped with flamestorm gauntlets can each have their flamestorm gauntlets replaced with 1 auto boltstorm gauntlets and 1 fragstorm grenade launcher.|
2142|3826|4|•|Any number of models equipped with assault bolters can each have their assault bolters replaced with 1 plasma exterminators.|
2143|3827|1|•|One model equipped with a marksman bolt carbine can be equipped with 1 helix gauntlet.*|
2144|3827|2|•|One model equipped with a marksman bolt carbine can be equipped with 1 Infiltrator comms array.*|
2145|3827|3|•|One model can replace its bolt sniper rifle with 1 bolt carbine.|
2146|3827|4|•|Any number of models can each replace their bolt sniper rifle with 1 las fusil.|
2147|3827|5|•|Any number of models can each replace their combat knife with 1 bolt carbine and 1 close combat weapon.|
2148|3827|6|*|<i>* These options cannot be taken on the same model.</i>|
2149|3828|1|•||
2150|3829|1|•||
2151|3830|1|•|This model can be equipped with 1 hunter-killer missile.|
2152|3831|1|•|This model's heavy bolt pistol can be replaced with 1 inferno pistol.|
2153|3831|2|•|"This model’s master-crafted chainsword can be replaced with one of the following: <br><ul style=""list-style-type:circle""><li>1 relic weapon</li><li>1 power fist</li></ul>"|
2154|3832|1|•|This model’s heavy bolt pistol can be replaced with 1 inferno pistol.|
2155|3832|2|•|"This model’s master-crafted chainsword can be replaced with one of the following: <br><ul style=""list-style-type:circle""><li>1 relic weapon</li><li>1 power fist</li></ul>"|
2156|3833|1|•|"This model’s heavy bolt pistol can be replaced with one of the following: <br><ul style=""list-style-type:circle""><li>1 plasma pistol</li><li>1 hand flamer</li></ul>"|
2157|3833|2|•|"This model’s Astartes chainsword can be replaced with one of the following: <br><ul style=""list-style-type:circle""><li>1 relic weapon</li><li>1 power fist</li></ul>"|
2158|3834|1|•|"The Tempestor Aquilon’s sentry flamer can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 sentry hot-shot volley gun</li><li>1 sentry grenade launcher</li></ul>"|
2159|3834|2|•|"The Tempestor Aquilon’s hot-shot lascarbine can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 chainsword</li><li>1 power weapon</li><li>1 hot-shot laspistol</li></ul>"|
2160|3834|3|•|"The Tempestor Aquilon can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 hot-shot laspistol</li></ul>"|
2161|3834|4|•|"One Tempestus Aquilon’s hot‑shot lascarbine can be replaced with 1 of the following:<ul style=""list-style-type:circle""><li>1 melta carbine</li><li>1 plasma carbine</li></ul>"|
2162|3834|5|•|One Tempestus Aquilon’s hot-shot lascarbine can be replaced with 2 hot-shot laspistols.|
2163|3834|6|•|One Tempestus Aquilon’s hot-shot lascarbine can be replaced with 1 hot-shot long-las.|
2164|3834|7|•|Up to two Tempestus Aquilons can each have their hot-shot lascarbine replaced with 1 hot-shot laspistol.|
2165|3835|1|•|This model’s storm bolter can be replaced with 1 heavy flamer.|
2166|3835|2|•|This model’s meltagun can be replaced with 1 heavy flamer.|
2167|3835|3|•|This model’s Furioso fists can be replaced with 1 blood talons.|
2168|3835|4|•|This model can be equipped with 1 smoke launchers.|
2169|3836|1|•|"Any number of models can each have their boltgun and close combat weapon replaced with one of the following:<ul style=""list-style-type:circle""><li>1  Astartes chainsword and 1 bolt pistol</li><li>1 thunder hammer</li></ul>"|
2170|3836|2|•|"Any number of models can each have their bolt pistol replaced with one of the following:<ul style=""list-style-type:circle""><li>1 hand flamer</li><li>1 inferno pistol</li><li>1 plasma pistol</li></ul>"|
2171|3836|3|•|"Any number of models can each have their Astartes chainsword replaced with one of the following:<ul style=""list-style-type:circle""><li>1 power fist</li><li>1 power weapon</li></ul>"|
2172|3837|1|•|"Any number of models can each have their boltgun and close combat weapon replaced with one of the following:<ul style=""list-style-type:circle""><li>1  Astartes chainsword and 1 bolt pistol</li><li>1 thunder hammer</li></ul>"|
2173|3837|2|•|"Any number of models can each have their bolt pistol replaced with one of the following:<ul style=""list-style-type:circle""><li>1 hand flamer</li><li>1 inferno pistol</li><li>1 plasma pistol</li></ul>"|
2174|3837|3|•|"Any number of models can each have their Astartes chainsword replaced with one of the following:<ul style=""list-style-type:circle""><li>1 power fist</li><li>1 power weapon</li></ul>"|
2175|3838|1|•||
2176|3839|1|•|This model’s macrostubber can be replaced with 1 phosphor serpenta.|
2177|3839|2|•|This model’s volkite blaster can be replaced with 1 eradication ray.|
2178|3840|1|•|This model’s magnarail lance can be replaced with 1 transonic cannon.|
2179|3842|1|•|The Skitarii Ranger Alpha can be equipped with 1 Alpha combat weapon.|
2180|3842|2|•|The Skitarii Ranger Alpha’s galvanic rifle can be replaced with 1 Mechanicus pistol.|
2181|3842|3|•|1 Skitarii Ranger’s galvanic rifle can be replaced with 1 arc rifle.|
2182|3842|4|•|1 Skitarii Ranger’s galvanic rifle can be replaced with 1 plasma caliver.|
2183|3842|5|•|1 Skitarii Ranger’s galvanic rifle can be replaced with 1 transuranic arquebus.|
2184|3842|6|•|"1 Skitarii Ranger equipped with a galvanic rifle can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 enhanced data-tether*</li><li>1 omnispex*</li></ul>"|
2185|3842|7|*|* That model’s galvanic rifle cannot be replaced.|
2186|3843|1|•|The Skitarii Vanguard Alpha can be equipped with 1 Alpha combat weapon.|
2187|3843|2|•|The Skitarii Vanguard Alpha’s radium carbine can be replaced with 1 Mechanicus pistol.|
2188|3843|3|•|1 Skitarii Vanguard’s radium carbine can be replaced with 1 arc rifle.|
2189|3843|4|•|1 Skitarii Vanguard’s radium carbine can be replaced with 1 plasma caliver.|
2190|3843|5|•|1 Skitarii Vanguard’s radium carbine can be replaced with 1 transuranic arquebus.|
2191|3843|6|•|"1 Skitarii Vanguard equipped with a radium carbine can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 enhanced data-tether*</li><li>1 omnispex*</li></ul>"|
2192|3843|7|*|* That model’s radium carbine cannot be replaced.|
2193|3846|1|•||
2194|3847|1|•|"This model’s Enforcer pistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autogun</li><li>1 lasgun</li><li>1 shotgun</li></ul>"|
2195|3847|2|•|"This model’s Enforcer melee weapon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 power fist</li><li>1 power weapon</li></ul>"|
2196|3848|1|•||
2197|3849|1|•|The Cultist Champion’s autopistol can be replaced with 1 bolt pistol.|
2198|3850|1|•|The Cultist Champion’s autopistol can be replaced with 1 bolt pistol.|
2199|3850|2|•|Any number of models can each have their autogun and close combat weapon replaced with 1 autopistol and 1 brutal assault weapon.|
2200|3850|3|•|For every 10 models in this unit, 1 Chaos Cultist’s autogun can be replaced with 1 flamer.|
2201|3850|4|•|For every 10 models in this unit, 1 Chaos Cultist’s autogun can be replaced with 1 heavy stubber.|
2202|3850|5|•| For every 10 models in this unit, 1 Chaos Cultist’s autogun can be replaced with 1 grenade launcher.|
2203|3852|1|•|The Fellgor Champion’s bolt pistol can be replaced with 1 plasma pistol.|
2204|3852|2|•|1 Fellgor Beastman’s close combat weapon can be replaced with 1 great weapon.|
2205|3852|3|•|1 Fellgor Beastman’s close combat weapon can be replaced with 1 corrupted stave.|
2206|3853|1|•|"Up to 3 Traitor Guardsmen can each have their lasgun replaced with one of the following (duplicates are not allowed):<ul style=""list-style-type:circle""><li>1 Cultist grenade launcher</li><li>1 flamer</li><li>1 meltagun</li><li>1 plasma gun</li><li>1 Cultist sniper rifle</li></ul>"|
2207|3853|2|•|"The Traitor Sergeant’s close combat weapon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 chainsword</li><li>1 power weapon</li></ul>"|
2208|3853|3|•|The Traitor Sergeant’s corrupted pistol can be replaced with 1 boltgun.|
2209|3854|1|•||
2210|3855|1|•||
2211|3856|1|•||
2212|3857|1|•|"Any numbers of models’ heavy stubbers can each be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autocannon</li><li>1 heavy bolter</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 mortar</li></ul>"|
2213|3858|1|•||
2214|3859|1|•|One model’s Ogryn weapon can be replaced with 1 Ogryn power drill.|
2215|3860|1|•||
2216|3861|1|•|The Boss Nob’s smash hammer can be replaced with 1 rokkit pistol.|
2217|3861|2|•|One Breaka Boy’s smash hammer can be replaced with 1 knucklebustas.|
2218|3861|3|•|One Breaka Boy’s smash hammer can be replaced with 1 tankhammer.|
2219|3871|1|•||
2220|3872|1|•||
2221|3873|1|•|"Up to 3 Deathwatch Terminators can each have their storm bolter replaced with one of the following:<ul style=""list-style-type:circle""><li>1 assault cannon</li><li>1 heavy flamer</li><li>1 plasma cannon</li><li>1 cyclone missile launcher and 1 storm bolter (this model’s storm bolter cannot be replaced)</li></ul>"|
2222|3873|2|•|"Any number of models can each have their power fist and storm bolter replaced with one of the following:<ul style=""list-style-type:circle""><li>1 storm bolter and 1 power weapon</li><li>1 storm bolter and 1 chainfist</li><li>1 thunder hammer and 1 storm shield</li><li>1 twin lightning claws</li></ul>"|
2223|3874|1|•|"The Kill Team Sergeant with Jump Pack can replace its heavy bolt pistol with one of the following:<br><ul style=""list-style-type:circle""><li>1 hand flamer</li><li>1 plasma pistol</li></ul>"|
2224|3874|2|•|"The Kill Team Sergeant with Jump Pack can replace its Astartes chainsword with one of the following:<br><ul style=""list-style-type:circle""><li>1 power fist</li><li>1 power weapon</li></ul>"|
2225|3874|3|•|For every 5 models in this unit, 1 model can replace its heavy bolt pistol with 1 plasma pistol.|
2226|3874|4|•|Any number of models can each have their assault bolters replaced with 1 plasma exterminators.|
2227|3875|1|•|Chaplain Cassius is equipped with: artificer crozius; bolt pistol.|
2228|3875|2|•|Vael Donatus is equipped with: boltgun; bolt pistol; close combat weapon.|
2229|3875|3|•|Zameon Gydrael is equipped with: Long Vigil ranged weapon; Long Vigil melee weapon.|
2230|3875|4|•|Rodricus Grytt is equipped with: frag cannon; bolt pistol; close combat weapon.|
2231|3875|5|•|Antor Delassio is equipped with: Long Vigil ranged weapon; Long Vigil melee weapon, jump pack.|
2232|3875|6|•|Edryc Setorax is equipped with: twin lightning claws, jump pack.|
2233|3875|7|•|Jensus Natorian is equipped with: psychic Cleanse; bolt pistol; force weapon; psychic hood.|
2234|3875|8|•|Drenn Redblade is equipped with: Long Vigil melee weapon; boltgun.|
2235|3875|9|•|Garran Branatar is equipped with: heavy flamer; Long Vigil ranged weapon; power fist.|
2236|3875|10|•|Ennox Sorrlock is equipped with: Long Vigil ranged weapon; close combat weapon.|
2237|3875|11|•|Jetek Suberei is equipped with: Deathwatch twin boltgun; Long Vigil melee weapon.|
2238|3876|1|•|The Visionary’s bolt pistol can be replaced with 1 plasma pistol.|
2239|3876|2|•|"The Visionary’s Nostraman chainblade can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 accursed weapon</li><li>1 power fist</li></ul>"|
2240|3876|3|•|Any number of Legionaries can each have their boltgun replaced with 1 Astartes chainsword.|
2241|3876|4|•|"If this unit contains 10 models, one Legionary’s boltgun can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 missile launcher</li></ul>"|
2242|3876|5|•|"One Legionary’s boltgun can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 meltagun</li><li>1 plasma gun</li></ul>"|
2243|3876|6|•|"Up to four Legionaries can each have their boltgun replaced with one of the following (duplicates are not allowed):<ul style=""list-style-type:circle""><li>1 accursed weapon</li><li>1 Nostraman chainglaive</li><li>1 paired accursed weapons</li><li>1 voice eater and 1 Astartes chainsword</li></ul>"|
2244|3879|1|•|"This model’s monstrous bonesword and lash whip can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy venom cannon</li><li>1 stranglethorn cannon</li><li>1 monstrous scything talons</li></ul>"|
2245|3880|1|•||
2246|3886|1|•||
2247|3889|1|•|"1 Veteran Guardsman’s boltgun can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 meltagun</li><li>1 plasma gun</li></ul>"|
2248|3889|2|•|The Lord Commissar's power weapon can be replaced with 1 power fist.|
2249|3889|3|•|The Lord Commissar can be equipped with 1 plasma pistol.|
2250|3889|4|•|"1 Veteran Guardsman’s chainsword can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 trench club</li><li>1 power weapon</li></ul>"|
2251|3889|5|•|"1 Veteran Guardsman not equipped with alchemyk counteragents can replace its laspistol with one of the following:<br><ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>"|
2252|3891|1|•|"Any number of Veteran Guardsmen can each have their lasgun replaced with one of the following*:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 heavy flamer</li><li>1 meltagun</li><li>1 plasma gun</li><li>1 sniper rifle</li></ul>"|
2253|3891|2|*|* You cannot select the same weapon from this list more than once per unit.|
2254|3891|3|•|Veteran Guardsman equipped with a lasgun can be equipped with 1 master vox.**|
2255|3891|4|•|Veteran Guardsman equipped with a lasgun can be equipped 1 medi-pack.**|
2256|3891|5|•|1 Veteran Guardsman equipped with a lasgun can be equipped with 1 regimental standard.**|
2257|3891|6|*|** A model can only take one of these options.|
2258|3891|7|•|"The Catachan Commander’s laspistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>"|
2259|3891|8|•|"The Catachan Commander can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 boltgun</li><li>1 chainsword</li><li>1 power fist</li><li>1 power weapon</li></ul>"|
2260|3892|1|•|This model's twin battle cannon can be replaced with 1 oppressor cannon and 1 coaxial autocannon.|
2261|3892|2|•|This model’s castigator gatling cannon can be replaced with 1 pulveriser cannon.|
2262|3892|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 meltaguns</li><li>2 additional heavy stubbers</li></ul>"|
2263|3892|4|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 multi-meltas</li></ul>"|
2264|3893|1|•|1 Krieg Combat Engineer's autopistol and trench club can be replaced with 1 flamer and 1 close combat weapon.|
2265|3893|2|•|1 Krieg Combat Engineer’s autopistol and trench club can be replaced with 1 autopistol, 1 remote mine and 1 close combat weapon.|
2266|3893|3|•|Any number of models can each have their autopistol and trench club replaced with 1 combat shotgun and 1 close combat weapon.|
2267|3893|4|•|"The Krieg Engineer Watchmaster’s autopistol can be replaced with one of the following:<br><ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 hand flamer</li><li>1 plasma pistol</li></ul>"|
2268|3893|5|•|"The Krieg Engineer Watchmaster’s trench club can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 chainsword</li><li>1 power weapon</li></ul>"|
2269|3894|1|•|"Any number of models can each have their heavy bolter replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autocannon</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 mortar</li></ul>"|
2270|3895|1|•|"Any number of Heavy Weapons Gunners can each have their lascannon replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Krieg heavy flamer</li><li>1 twin Krieg heavy stubber</li></ul>"|
2271|3896|1|•|"This model’s heavy mortar can be replaced with one of the following:<br><ul style=""list-style-type:circle""><li>1 siege cannon</li><li>1 heavy quad launcher</li><li>1 multiple rocket launcher</li></ul>"|
2272|3897|1|•|"Any number of models can each have their malleus rocket launcher replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bombast field gun</li><li>1 heavy lascannon</li></ul>"|
2273|3913|1|•|This model’s scattershield can be replaced with 1 heavy wraithcannon.|
2274|3913|2|•|"This model can be equipped with up to two of the following:<ul style=""list-style-type:circle""><li>1 scatter laser</li><li>1 shuriken cannon</li><li>1 starcannon</li></ul>"|
2275|3914|1|•|This model’s splinter pistol can be replaced with 1 blast pistol.|
2276|3915|1|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 blast pistol</li><li>1 splinter pistol</li></ul>"|
2277|3916|1|•|The Sybarite’s close combat weapon can be replaced with 1 Sybarite weapon.|
2278|3916|2|•|The Sybarite can be equipped with 1 phantasm grenade launcher.|
2279|3916|3|•|"The Sybarite’s splinter rifle can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 blast pistol</li><li>1 splinter pistol</li></ul>"|
2280|3916|4|•|1 Kabalite Warrior’s splinter rifle can be replaced with 1 blaster.|
2281|3916|5|•|1 Kabalite Warrior’s splinter rifle can be replaced with 1 dark lance.|
2282|3916|6|•|1 Kabalite Warrior’s splinter rifle can be replaced with 1 shredder.|
2283|3916|7|•|1 Kabalite Warrior’s splinter rifle can be replaced with 1 splinter cannon.|
2284|3917|1|•|The Hekatrix’s splinter pistol can be replaced with 1 blast pistol.|
2285|3918|1|•|The Klaivex’s klaive can be replaced with 1 demilklaives.|
2286|3919|1|•|The Arena Champion can be equipped with 1 agoniser.|
2287|3919|2|•|"For every 3 models in this unit, 1 model’s splinter rifle can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 blaster</li><li>1 heat lance</li></ul>"|
2288|3919|3|•|"For every 3 models in this unit, 1 model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 grav-talon</li><li>1 cluster caltrops</li></ul>"|
2289|3920|1|•|This model’s dark lance can be replaced with 1 disintegrator cannon.|
2290|3921|1|•|This model’s twin splinter rifle can be replaced with 1 splinter cannon.|
2291|3922|1|•||
2292|3937|1|•||
2293|3938|1|•|"This model’s chainsword can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 boltgun and 1 close combat weapon</li><li>1 power fist</li><li>1 power weapon</li></ul>"|
2294|3938|2|•|"This model’s laspistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>"|
2295|3939|1|•|"1 Cadian Veteran Guardsman’s lasgun and regimental standard can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 meltagun</li><li>1 plasma gun</li></ul>"|
2296|3939|2|•|"1 Cadian Veteran Guardsman’s laspistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>"|
2297|3939|3|•|"The Cadian Commander’s laspistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>"|
2298|3939|4|•|"1 Cadian Veteran Guardsman's chainsword can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 flamer and 1 close combat weapon</li><li>1 grenade launcher and 1 close combat weapon</li><li>1 meltagun and 1 close combat weapon</li><li>1 plasma gun and 1 close combat weapon</li><li>1 power fist</li><li>1 power weapon</li></ul>"|
2299|3939|5|•|"The Cadian Commander’s chainsword can be  replaced with one of the following:<ul style=""list-style-type:circle""><li>1 power fist</li><li>1 power weapon</li></ul>"|
2300|3940|1|•|"Any number of Veteran Guardsmen can each have their lasgun replaced with one of the following*:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 heavy flamer</li><li>1 meltagun</li><li>1 plasma gun</li><li>1 sniper rifle</li></ul>"|
2301|3940|2|*|* You cannot select the same weapon from this list more than once per unit.|
2302|3940|3|•|Veteran Guardsman equipped with a lasgun can be equipped with 1 master vox.**|
2303|3940|4|•|Veteran Guardsman equipped with a lasgun can be equipped 1 medi-pack.**|
2304|3940|5|•|1 Veteran Guardsman equipped with a lasgun can be equipped with 1 regimental standard.**|
2305|3940|6|*|** A model can only take one of these options.|
2306|3940|7|•|"The Catachan Commander’s laspistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>"|
2307|3940|8|•|"The Catachan Commander can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 boltgun</li><li>1 chainsword</li><li>1 power fist</li><li>1 power weapon</li></ul>"|
2308|3941|1|•|"1 Veteran Guardsman’s boltgun can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 meltagun</li><li>1 plasma gun</li></ul>"|
2309|3941|2|•|The Lord Commissar's power weapon can be replaced with 1 power fist.|
2310|3941|3|•|The Lord Commissar can be equipped with 1 plasma pistol.|
2311|3941|4|•|"1 Veteran Guardsman’s chainsword can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 trench club</li><li>1 power weapon</li></ul>"|
2312|3941|5|•|"1 Veteran Guardsman not equipped with alchemyk counteragents can replace its laspistol with one of the following:<br><ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>"|
2313|3942|1|•|"This model’s Leman Russ battle cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 demolisher battle cannon</li><li>1 eradicator nova cannon</li><li>1 executioner plasma cannon</li><li>1 exterminator autocannon</li><li>1 punisher gatling cannon</li><li>1 vanquisher battle cannon</li></ul>"|
2314|3942|2|•|"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"|
2315|3942|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"|
2316|3942|4|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
2317|3942|5|•|This model can be equipped with 1 hunter-killer missile.|
2318|3944|1|•|This model's twin battle cannon can be replaced with 1 oppressor cannon and 1 coaxial autocannon.|
2319|3944|2|•|This model’s castigator gatling cannon can be replaced with 1 pulveriser cannon.|
2320|3944|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 meltaguns</li><li>2 additional heavy stubbers</li></ul>"|
2321|3944|4|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 multi-meltas</li></ul>"|
2322|3945|1|•||
2323|3946|1|•||
2324|3947|1|•||
2325|3948|1|•|"For every 10 models in this unit, up to 2 Shock Troopers can each have their lasgun replaced with one of the following*:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 meltagun</li><li>1 plasma gun</li></ul>"|
2326|3948|2|•|For every 10 models in this unit, 1 Shock Trooper equipped with a lasgun can be equipped with 1 vox-caster (that model’s lasgun cannot be replaced).|
2327|3948|3|•|Any number of Shock Trooper Sergeants can each have their laspistol replaced with 1 bolt pistol.|
2328|3948|4|•|Any number of Shock Trooper Sergeants can each have their laspistol and chainsword replaced with 1 Sergeant's autogun and 1 close combat weapon.|
2329|3948|5|*|* You cannot select the same weapon more than once per unit unless it contains 20 models, in which case you cannot select the same weapon more than twice per unit.|
2330|3949|1|•|For every 5 models in this unit, 1 Jungle Fighter’s lasgun can be replaced with 1 flamer.|
2331|3949|2|•|For every 10 models in this unit, 1 Jungle Fighter equipped with a lasgun can be equipped with 1 vox-caster (that model’s lasgun cannot be replaced).|
2332|3950|1|•|"For every 10 models in this unit, up to 2 Death Korps Troopers can each have their lasgun replaced with one of the following*:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 long-las</li><li>1 meltagun</li><li>1 plasma gun</li></ul>"|
2333|3950|2|•|For every 10 models in this unit, 1 Death Korps Trooper equipped with a lasgun can be equipped with 1 Death Korps medi-pack (that model’s lasgun cannot be replaced)**.|
