|datasheet_id|line|ability_id|model|name|description|type|parameter|Unnamed: 8
5116|2807|5|||Reinforced Cover|"Each time a ranged attack is allocated to a model, if that model is not fully visible to every model in the attacking unit because of this <span class=""kwb"">FORTIFICATION</span>, that model has the <a href=""/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover"">Benefit of Cover</a> against that attack."|Datasheet||
5117|2807|6|||Stronghold|"Friendly <span class=""kwb"">INFANTRY</span> models can be set up or end any type of move on top of the roof section of this <span class=""kwb"">FORTIFICATION</span>. Any friendly model can be set up or end any type of move on the ramp or platform section of this <span class=""kwb"">FORTIFICATION</span>."|Datasheet||
5118|2807|7|||FORTIFICATION|"While an enemy unit is only within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of one or more <span class=""tooltip00302"" data-tooltip-content=""#tooltip_content00302"" data-tooltip-anchor=""#tooltip_content00302""><span class=""kwb"">FORTIFICATIONS</span></span> from your army: <br><ul><li>That unit can still be selected as the target of ranged attacks, but each time such an attack is made, unless it is made with a <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">Pistol</a>, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>. </li><li>Models in that unit do not need to take <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Desperate Escape tests</a> due to <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Falling Back</a> while <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shocked</a>, except for those that will move over enemy models when doing so.</li></ul>"|Fortification (левая колонка)||
5119|2807|8|||MIGHTY EDIFICE|"You can only include this <span class=""kwb"">FORTIFICATION</span> in your army in games of Onslaught size or greater."|Fortification (левая колонка)||
5120|2808|1|8339.0||||Core|D3|
5121|2808|2|8334.0||||Core|6|
5122|2808|3|8537.0||||Faction||
5123|2808|4|||Roof Access|"Friendly <span class=""kwb"">INFANTRY</span> models can be set up or end any type of move on top of the roof section of this <span class=""kwb"">FORTIFICATION</span>."|Datasheet||
5124|2808|5|||Inviolable Bastion|"Each time an attack is allocated to this <span class=""kwb"">FORTIFICATION</span>, subtract 1 from the Damage characteristic of that attack."|Datasheet||
5125|2808|6|||Reinforced Cover|"Each time a ranged attack is allocated to a model, if that model is not fully visible to every model in the attacking unit because of this <span class=""kwb"">FORTIFICATION</span>, that model has the <a href=""/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover"">Benefit of Cover</a> against that attack."|Datasheet||
5126|2808|7|||Comms Antenna|"In your <a href=""/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>, if one or more <span class=""kwb"">CHARACTER</span> models are <a href=""/wh40k10ed/the-rules/core-rules/#Embark"">embarked</a> within this <span class=""kwb"">FORTIFICATION</span>, roll one D6: on a 5+, you gain 1CP."|Wargear||
5127|2808|8|||FORTIFICATION|"While an enemy unit is only within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of one or more <span class=""tooltip00302"" data-tooltip-content=""#tooltip_content00302"" data-tooltip-anchor=""#tooltip_content00302""><span class=""kwb"">FORTIFICATIONS</span></span> from your army: <br><ul><li>That unit can still be selected as the target of ranged attacks, but each time such an attack is made, unless it is made with a <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">Pistol</a>, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>. </li><li>Models in that unit do not need to take <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Desperate Escape tests</a> due to <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Falling Back</a> while <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shocked</a>, except for those that will move over enemy models when doing so.</li></ul>"|Fortification (левая колонка)||
5128|2809|1|8537.0||||Faction||
5129|2809|2|||Defence Line|"When this <span class=""kwb"">FORTIFICATION</span> is set up, all parts of it must be set up within 1"" of another part. While an <span class=""kwb"">INFANTRY</span> model has the <a href=""/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover"">Benefit of Cover</a> as a result of this <span class=""kwb"">FORTIFICATION</span> (see in <span class=""kwb"">FORTIFICATION</span> section), that model has a 4+ <a href=""/wh40k10ed/the-rules/core-rules/#Invulnerable-Saves"">invulnerable save</a>."|Datasheet||
5130|2809|3|||Trench Line|"Friendly <span class=""kwb"">INFANTRY</span> models can be set up or end any type of move on top of the flat platform section of this <span class=""kwb"">FORTIFICATION</span>."|Datasheet||
5131|2809|4|||Reinforced Cover|"Each time a ranged attack is allocated to a model, if that model is not fully visible to every model in the attacking unit because of this <span class=""kwb"">FORTIFICATION</span>, that model has the <a href=""/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover"">Benefit of Cover</a> against that attack."|Datasheet||
5132|2809|5|||FORTIFICATION|"While an enemy unit is only within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of one or more <span class=""tooltip00302"" data-tooltip-content=""#tooltip_content00302"" data-tooltip-anchor=""#tooltip_content00302""><span class=""kwb"">FORTIFICATIONS</span></span> from your army: <br><ul><li>That unit can still be selected as the target of ranged attacks, but each time such an attack is made, unless it is made with a <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">Pistol</a>, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>. </li><li>Models in that unit do not need to take <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Desperate Escape tests</a> due to <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Falling Back</a> while <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shocked</a>, except for those that will move over enemy models when doing so.</li></ul>"|Fortification (левая колонка)||
5133|2810|1|8537.0||||Faction||
5134|2810|2|||Defence Line|"While an <span class=""kwb"">INFANTRY</span> model has the <a href=""/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover"">Benefit of Cover</a> as a result of this Fortification(see below), that model has a 4+ <a href=""/wh40k10ed/the-rules/core-rules/#Invulnerable-Saves"">invulnerable save</a>."|Datasheet||
5135|2810|3|||Trench Line|"Friendly <span class=""kwb"">INFANTRY</span> models can be set up or end any type of move on top of the flat platform section of this <span class=""kwb"">FORTIFICATION</span>."|Datasheet||
5136|2810|4|||Reinforced Cover|"Each time a ranged attack is allocated to a model, if that model is not fully visible to every model in the attacking unit because of this <span class=""kwb"">FORTIFICATION</span>, that model has the <a href=""/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover"">Benefit of Cover</a> against that attack."|Datasheet||
5137|2810|5|||FORTIFICATION|"While an enemy unit is only within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of one or more <span class=""tooltip00302"" data-tooltip-content=""#tooltip_content00302"" data-tooltip-anchor=""#tooltip_content00302""><span class=""kwb"">FORTIFICATIONS</span></span> from your army: <br><ul><li>That unit can still be selected as the target of ranged attacks, but each time such an attack is made, unless it is made with a <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">Pistol</a>, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>. </li><li>Models in that unit do not need to take <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Desperate Escape tests</a> due to <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Falling Back</a> while <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shocked</a>, except for those that will move over enemy models when doing so.</li></ul>"|Fortification (левая колонка)||
5138|2811|1|8537.0||||Faction||
5139|2811|2|||Defence Line|"When this <span class=""kwb"">FORTIFICATION</span> is set up, all parts of it must be set up within 1"" of another part. While an <span class=""kwb"">INFANTRY</span> model has the <a href=""/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover"">Benefit of Cover</a> as a result of this <span class=""kwb"">FORTIFICATION</span> (see below), that model has a 4+ <a href=""/wh40k10ed/the-rules/core-rules/#Invulnerable-Saves"">invulnerable save</a>."|Datasheet||
5140|2811|3|||Reinforced Cover|"Each time a ranged attack is allocated to a model, if that model is not fully visible to every model in the attacking unit because of this <span class=""kwb"">FORTIFICATION</span>, that model has the <a href=""/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover"">Benefit of Cover</a> against that attack."|Datasheet||
5141|2811|4|||FORTIFICATION|"While an enemy unit is only within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of one or more <span class=""tooltip00302"" data-tooltip-content=""#tooltip_content00302"" data-tooltip-anchor=""#tooltip_content00302""><span class=""kwb"">FORTIFICATIONS</span></span> from your army: <br><ul><li>That unit can still be selected as the target of ranged attacks, but each time such an attack is made, unless it is made with a <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">Pistol</a>, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>. </li><li>Models in that unit do not need to take <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Desperate Escape tests</a> due to <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Falling Back</a> while <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shocked</a>, except for those that will move over enemy models when doing so.</li></ul>"|Fortification (левая колонка)||
5142|3582|1|8428.0||||Faction||
5143|3582|2|||Blood Surge|"In your opponent’s <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a>, each time an enemy unit has shot, if any models from this unit were destroyed as a result of those attacks, this unit can make a Blood Surge move. To do so, roll one D6 and add 2 to the roll: models in this unit move a number of inches up to this result, but this unit must end that move as close as possible to the closest enemy unit (excluding <a href=""/wh40k10ed/the-rules/core-rules/#Aircraft""><span class=""kwb"">AIRCRAFT</span></a>), When doing so, those models can be moved within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of that enemy unit. This unit cannot make a Blood Surge move while it is <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shocked</a> or within Engagement Range of one or more enemy units, and can only make one Blood Surge move per phase."|Datasheet||
5144|3582|3|||Icon of Khorne|"If the bearer’s unit contains one or more Icons of Khorne, each time the bearer’s unit destroys an enemy unit, you gain 1 Bloodshed point. Each time you make a <span class=""tooltip00397"" data-tooltip-content=""#tooltip_content00397""><span class=""tt kwbu"">Blessings</span> <span class=""tt kwbu"">of</span> <span class=""tt kwbu"">Khorne</span> <span class=""tt kwbu"">roll</span></span>, roll one additional D6 for each Bloodshed point you have, after which, all your Bloodshed points are lost."|Wargear||
5145|3583|1|8424.0||Cabal of Sorcerers (Aspiring Sorcerer only)||Faction||
5146|3583|2|||Bringers of Change|"Each time a model in this unit makes a ranged attack, re-roll a <a href=""/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll"">Wound roll</a> of 1. If that attack targets a unit within range of an <a href=""/wh40k10ed/the-rules/core-rules/#Objective-Markers"">objective marker</a> you do not control, you can re-roll the Wound roll instead."|Datasheet||
5147|3583|3|||Icon of Flame|"Ranged weapons equipped by models in the bearer’s unit (excluding <span class=""kwb"">CHARACTERS</span>) have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">[IGNORES COVER]</a></span> ability."|Wargear||
5148|3584|1|8396.0||||Faction||
5149|3584|2|||Infused with the Blessings of Nurgle|"In your <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a>, each time this unit is selected to shoot, after this unit has shot, select one enemy unit hit by one or more of those attacks. Until the start of your next turn, that enemy unit is <span class=""tooltip00362"" data-tooltip-content=""#tooltip_content00362""><span class=""tt kwbu"">Afflicted</span></span>."|Datasheet||
5150|3584|3|||Icon of Despair (Aura)|"While an enemy unit is within 6"" of the bearer, worsen the Leadership characteristic of models in that unit by 1."|Wargear||
5151|3585|1|8339.0||||Core|D6+2|
5152|3585|2|8342.0||||Core||
5153|3585|3|8396.0||||Faction||
5154|3585|4|||Thunderhawk Cluster Bombs|"Each time the bearer ends a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal move</a>, you can select one enemy unit it moved over during that move and roll six D6: for each 3+, that unit suffers 1 <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>."|Wargear||
5155|3585|5|||Aerial Assault|"Each time a unit with the <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Deep Strike</a> ability <a href=""/wh40k10ed/the-rules/core-rules/#Disembark"">disembarks</a> from this model after it has made a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal move</a>, that unit is still eligible to <a href=""/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE"">declare a charge</a> this turn."|Datasheet||
5156|3586|1|8339.0||||Core|1|
5157|3586|2|8343.0||||Core||
5158|3586|3|8396.0||||Faction||
5159|3586|4|||Hovering Death|"This model is eligible to shoot and <a href=""/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE"">declare a charge</a> in a turn in which it <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Fell Back</a>."|Datasheet||
5160|3587|1|8339.0||||Core|D3|
5161|3587|2|8428.0||||Faction||
5162|3587|3|||Scuttling Gait|"Each time this unit <a href=""/wh40k10ed/the-rules/core-rules/#Advance-Moves"">Advances</a>, do not make an Advance roll for it. Instead, until the end of the phase, add 6"" to the Move characteristic of models in this unit."|Datasheet||
5163|3587|4|||Impaled|"Each time this weapon scores a hit against an enemy <span class=""kwb"">MONSTER</span> or <span class=""kwb"">VEHICLE</span> unit, until the end of the turn, if the bearer selects that unit as a target of a <a href=""/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE"">charge</a>, add 2 to <a href=""/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit"">Charge rolls</a> made for the bearer"|Wargear profile||
5164|3588|1|8339.0||||Core|D6+2|
5165|3588|2|8342.0||||Core||
5166|3588|3|8428.0||||Faction||
5167|3588|4|||Thunderhawk Cluster Bombs|"Each time the bearer ends a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal move</a>, you can select one enemy unit it moved over during that move and roll six D6: for each 3+, that unit suffers 1 <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>."|Wargear||
5168|3588|5|||Aerial Assault|"Each time a unit with the <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Deep Strike</a> ability <a href=""/wh40k10ed/the-rules/core-rules/#Disembark"">disembarks</a> from this model after it has made a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal move</a>, that unit is still eligible to <a href=""/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE"">declare a charge</a> this turn."|Datasheet||
5169|3589|1|8339.0||||Core|D6+2|
5170|3589|2|8428.0||||Faction||
5171|3589|3|||Super-heavy Walker|"Each time a model with this ability makes a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Advance-Moves"">Advance</a> or Fall Back move, it can move over models (excluding <span class=""kwb"">TITANIC</span> models) and <a href=""/wh40k10ed/the-rules/core-rules/#Terrain-Features-1"">terrain features</a> that are 4"" or less in height as if they were not there."|Datasheet||
5172|3589|4|||Runes of the Blood God|"This model has the <span class=""tooltip00073"" data-tooltip-content=""#tooltip_content00073""><span class=""tt kwbu"">Feel</span> <span class=""tt kwbu"">No</span> <span class=""tt kwbu"">Pain</span></span> 4+ ability against <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a> and <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">Psychic Attacks</a>."|Datasheet||
5173|3590|1|8339.0||||Core|D6+2|
5174|3590|2|8428.0||||Faction||
5175|3590|3|||Super-heavy Walker|"Each time a model with this ability makes a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Advance-Moves"">Advance</a> or <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Fall Back</a> move, it can move over models (excluding <span class=""kwb"">TITANIC</span> models) and <a href=""/wh40k10ed/the-rules/core-rules/#Terrain-Features-1"">terrain features</a> that are 4"" or less in height as if they were not there."|Datasheet||
5176|3590|4|||Bloodlust|"Each time this model makes a <a href=""/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit"">Charge move</a>, until the end of the turn, its melee weapons have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">[SUSTAINED HITS 1]</a></span> ability. In addition, once per battle, this model is eligible to <a href=""/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE"">declare a charge</a> in a turn in which it <a href=""/wh40k10ed/the-rules/core-rules/#Advance-Moves"">Advanced</a>."|Datasheet||
5177|3591|1|8339.0||||Core|D6+2|
5178|3591|2|8342.0||||Core||
5179|3591|4|||Thunderhawk Cluster Bombs|"Each time the bearer ends a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal move</a>, you can select one enemy unit it moved over during that move and roll six D6: for each 3+, that unit suffers 1 <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>."|Wargear||
5180|3591|5|||Aerial Assault|"Each time a unit with the <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Deep Strike</a> ability <a href=""/wh40k10ed/the-rules/core-rules/#Disembark"">disembarks</a> from this model after it has made a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal move</a>, that unit is still eligible to <a href=""/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE"">declare a charge</a> this turn."|Datasheet||
5181|3592|1|8346.0||||Core||
5182|3592|2|8396.0||||Faction||
5183|3592|3|||Lord of Chaos|"Once per <a href=""/wh40k10ed/the-rules/core-rules/#The-Battle-Round"">battle round</a>, one unit from your army with this ability can use it when its unit is targeted with a <a href=""/wh40k10ed/the-rules/core-rules/#Stratagems"">Stratagem</a>. If it does, reduce the CP cost of that use of that Stratagem by 1CP."|Datasheet||
5184|3592|4|||Revolting Regeneration|"At the start of your <a href=""/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>, this model regains up to D3 lost wounds."|Datasheet||
5185|3593|1|8338.0||||Core|5+|
5186|3593|2|8396.0||||Faction||
5187|3593|3|||Fearsome (Aura)|"While an enemy unit is within 6"" of this unit, each time that enemy unit takes a <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shock</a> or <a href=""/wh40k10ed/the-rules/core-rules/#Leadership-Tests"">Leadership test</a>, subtract 1 from the result."|Datasheet||
5188|3594|1|8339.0||||Core|D3|
5189|3594|2|8396.0||||Faction||
5190|3594|3|||Interceptor|"Each time this model makes a ranged attack that targets a unit that can <span class=""kwb"">FLY</span>, add 1 to the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>."|Datasheet||
5191|3595|1|8339.0||||Core|D3|
5192|3595|2|8396.0||||Faction||
5193|3595|3|||Bomb Rack|"Each time this model ends a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal move</a>, you can select one enemy unit it moved across during that move and roll six D6: for each 3+, that unit suffers 1 <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>."|Datasheet||
5194|3596|1|8338.0||||Core|6+|
5195|3596|2|8396.0||||Faction||
5196|3596|3|||Mischief Makers (Aura)|"While an enemy unit (excluding <span class=""kwb"">MONSTERS</span> and <span class=""kwb"">VEHICLES</span>) is within 6"" of this unit, each time a model in that unit makes a melee attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>."|Datasheet||
5197|3597|1|8346.0||||Core||
5198|3597|2|8424.0||||Faction|1|
5199|3597|3|||Lord of Chaos|"Once per <a href=""/wh40k10ed/the-rules/core-rules/#The-Battle-Round"">battle round</a>, one unit from your army with this ability can use it when its unit is targeted with a <a href=""/wh40k10ed/the-rules/core-rules/#Stratagems"">Stratagem</a>. If it does, reduce the CP cost of that use of that Stratagem by 1CP."|Datasheet||
5200|3597|4|||Lord of Fate|"While this model is leading a unit, models in that unit have the <span class=""tooltip00073"" data-tooltip-content=""#tooltip_content00073""><span class=""tt kwbu"">Feel</span> <span class=""tt kwbu"">No</span> <span class=""tt kwbu"">Pain</span></span> 5+ ability against <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>."|Datasheet||
5201|3598|1|8339.0||||Core|D3|
5202|3598|3|||Interceptor|"Each time this model makes a ranged attack that targets a unit that can <span class=""kwb"">FLY</span>, add 1 to the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>."|Datasheet||
5203|3599|1|8339.0||||Core|D3|
5204|3599|3|||Bomb Rack|"Each time this model ends a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal move</a>, you can select one enemy unit it moved across during that move and roll six D6: for each 3+, that unit suffers 1 <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>."|Datasheet||
5205|3600|1|8346.0||||Core||
5206|3600|2|8396.0||||Faction||
5207|3600|3|||Gift of Poxes (Psychic)|"While this model is leading a unit, weapons equipped by models in that unit have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">[SUSTAINED HITS 1]</a></span> ability."|Datasheet||
5208|3600|4|||Feculent Despair (Aura, Psychic)|"While an enemy unit is within 6"" of this model, each time that unit takes a <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shock test</a>, subtract 1 from that test."|Datasheet||
5209|3601|1|8339.0||||Core|D3|
5210|3601|2|8428.0||||Faction||
5211|3601|3|||Interceptor|"Each time this model makes a ranged attack that targets a unit that can <span class=""kwb"">FLY</span>, add 1 to the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>."|Datasheet||
5212|3602|1|8339.0||||Core|D3|
5213|3602|2|8428.0||||Faction||
5214|3602|3|||Bomb Rack|"Each time this model ends a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal move</a>, you can select one enemy unit it moved across during that move and roll six D6: for each 3+, that unit suffers 1 <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>."|Datasheet||
5215|3603|1|8339.0||||Core|D3|
5216|3603|2|8343.0||||Core||
5217|3603|4|||Termite Assault|"This model must start the battle in <a href=""/wh40k10ed/the-rules/core-rules/#2.-Reinforcements"">Reserves</a>, but neither it nor any units <a href=""/wh40k10ed/the-rules/core-rules/#Embark"">embarked</a> within it are counted towards any limits placed on the maximum number of Reserves units you can start the battle with. This model can be set up in the <a href=""/wh40k10ed/the-rules/core-rules/#2.-Reinforcements"">Reinforcements step</a> of your first, second or third <a href=""/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a>, regardless of any mission rules. Any units embarked within this model can <a href=""/wh40k10ed/the-rules/core-rules/#Disembark"">disembark</a> after it has been set up on the battlefield, and if they do they must be set up more than 9"" away from all enemy models."|Datasheet||
5218|3604|1|8339.0||||Core|D3|
5219|3604|2|8343.0||||Core||
5220|3604|3|8396.0||||Faction||
5221|3604|4|||Termite Assault|"This model must start the battle in <a href=""/wh40k10ed/the-rules/core-rules/#2.-Reinforcements"">Reserves</a>, but neither it nor any units <a href=""/wh40k10ed/the-rules/core-rules/#Embark"">embarked</a> within it are counted towards any limits placed on the maximum number of Reserves units you can start the battle with. This model can be set up in the <a href=""/wh40k10ed/the-rules/core-rules/#2.-Reinforcements"">Reinforcements step</a> of your first, second or third <a href=""/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a>, regardless of any mission rules. Any units embarked within this model can <a href=""/wh40k10ed/the-rules/core-rules/#Disembark"">disembark</a> after it has been set up on the battlefield, and if they do they must be set up more than 9"" away from all enemy models."|Datasheet||
5222|3605|1|8339.0||||Core|D3|
5223|3605|2|8343.0||||Core||
5224|3605|3|8428.0||||Faction||
5225|3605|4|||Termite Assault|"This model must start the battle in <a href=""/wh40k10ed/the-rules/core-rules/#2.-Reinforcements"">Reserves</a>, but neither it nor any units <a href=""/wh40k10ed/the-rules/core-rules/#Embark"">embarked</a> within it are counted towards any limits placed on the maximum number of Reserves units you can start the battle with. This model can be set up in the <a href=""/wh40k10ed/the-rules/core-rules/#2.-Reinforcements"">Reinforcements step</a> of your first, second or third <a href=""/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a>, regardless of any mission rules. Any units embarked within this model can <a href=""/wh40k10ed/the-rules/core-rules/#Disembark"">disembark</a> after it has been set up on the battlefield, and if they do they must be set up more than 9"" away from all enemy models."|Datasheet||
5226|3606|1|8339.0||||Core|D3|
5227|3606|2|8343.0||||Core||
5228|3606|3|8359.0||||Faction||
5229|3606|4|||Termite Assault|"This model must start the battle in <a href=""/wh40k10ed/the-rules/core-rules/#2.-Reinforcements"">Reserves</a>, but neither it nor any units <a href=""/wh40k10ed/the-rules/core-rules/#Embark"">embarked</a> within it are counted towards any limits placed on the maximum number of Reserves units you can start the battle with. This model can be set up in the <a href=""/wh40k10ed/the-rules/core-rules/#2.-Reinforcements"">Reinforcements step</a> of your first, second or third <a href=""/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a>, regardless of any mission rules. Any units embarked within this model can <a href=""/wh40k10ed/the-rules/core-rules/#Disembark"">disembark</a> after it has been set up on the battlefield, and if they do they must be set up more than 9"" away from all enemy models."|Datasheet||
5230|3607|1|8339.0||||Core|D6|
5231|3607|3|||Assault Ramp|"Each time a unit <a href=""/wh40k10ed/the-rules/core-rules/#Disembark"">disembarks</a> from this model after it has made a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal move</a>, that unit is still eligible to <a href=""/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE"">declare a charge</a> this turn."|Datasheet||
5232|3607|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
5233|3608|1|8339.0||||Core|D6|
5234|3608|2|8396.0||||Faction||
5235|3608|3|||Assault Ramp|"Each time a unit <a href=""/wh40k10ed/the-rules/core-rules/#Disembark"">disembarks</a> from this model after it has made a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal move</a>, that unit is still eligible to <a href=""/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE"">declare a charge</a> this turn."|Datasheet||
5236|3608|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
5237|3609|1|8339.0||||Core|D6|
5238|3609|2|8428.0||||Faction||
5239|3609|3|||Assault Ramp|"Each time a unit <a href=""/wh40k10ed/the-rules/core-rules/#Disembark"">disembarks</a> from this model after it has made a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal move</a>, that unit is still eligible to <a href=""/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE"">declare a charge</a> this turn."|Datasheet||
5240|3609|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
5241|3610|1|8339.0||||Core|D6|
5242|3610|2|8359.0||||Faction||
