|datasheet_id|line|name|M|T|Sv|inv_sv|inv_sv_descr|W|Ld|OC|base_size|base_size_descr|Unnamed: 13
999|2377|1|Elysian Sniper Squad|"6"""|3|5+|-||2|7+|2|60mm||
1000|2378|1|Death Rider Commissar|"12"""|4|4+|5||4|6+|1|40mm||
1001|2379|1|Storm Chimera|"10"""|9|3+|-||11|7+|2|Use model||
1002|2453|1|Mega Dread|"8"""|10|2+|6||16|7+|5|Use model||
1003|2459|1||-|12|3+|-||14|6+|0|Use model||
1004|2460|1|Lord of Virulence|"5"""|7|2+|4||6|6+|1|50mm||
1005|2461|1|Chaos Predator Destructor|"10"""|10|3+|-||11|6+|3|Use model||
1006|2462|1|Miasmic Malignifier|-|10|3+|-||12|6+|0|Use model||
1007|2468|1|Deathwing Strikemaster|"5"""|5|2+|4||5|6+|1|40mm||
1008|2471|1|Court Of The Archon|"7"""|3|5+|5||2|7+|1|25mm|Sslyth 40mm|
1009|2472|1|Palatine|"6"""|3|3+|4||4|7+|1|32mm||
1010|2473|1|Tor Garadon|"5"""|6|3+|4||6|6+|1|40mm||
1011|2477|1|Technoarcheologist|"6"""|4|3+|5||3|7+|1|32mm||
1012|2478|1|Skitarii Marshal|"6"""|3|4+|5||3|6+|1|32mm||
1013|2479|1|Morvenn Vahl|"8"""|7|2+|4||8|6+|3|60mm||
1014|2480|1|AESTRED THURGA|"6"""|3|2+|4||4|6+|1|32mm||
1015|2480|2|AGATHAE DOLAN|"6"""|3|6+|4||3|7+|1|25mm||
1016|2481|1|Celestian Sacresants|"6"""|3|3+|4||1|7+|1|32mm||
1017|2482|1|Dogmata|"6"""|3|3+|6||3|6+|1|32mm||
1018|2483|1|Paragon Warsuits|"8"""|7|2+|4||4|7+|2|50mm||
1019|2484|1|Castigator|"10"""|10|3+|6||11|7+|3|Use model||
1020|2485|1|IBRAM GAUNT|"6"""|3|4+|5|Ibram Gaunt only.|3|6+|1|28.5mm||
1021|2485|2|TANITH GHOST|"6"""|3|5+|-||2|7+|1|28.5mm||
1022|2488|1|Zodgrod Wortsnagga|"6"""|5|5+|-||5|7+|1|50mm||
1023|2489|1|Beastboss|"6"""|5|4+|5||6|6+|1|50mm||
1024|2490|1|Beastboss On Squigosaur|"10"""|8|3+|5||8|6+|3|80mm||
1025|2491|1|Painboss|"6"""|5|4+|-||4|7+|1|40mm||
1026|2492|1|Wurrboy|"6"""|5|5+|-||4|7+|1|32mm||
1027|2493|1|Mozrog Skragbad|"10"""|8|3+|4||8|6+|3|80mm||
1028|2494|1|BEAST SNAGGA BOY|"6"""|5|5+|-||1|7+|2|32mm||
1029|2494|2|BEAST SNAGGA NOB|"6"""|5|5+|-||2|7+|2|32mm||
1030|2496|1|Squighog Boyz|"10"""|7|4+|-||3|7+|2|75 x 42mm||
1031|2496|2|Nob On Smasha Squig|"10"""|7|4+|-||4|7+|2|90 x 52mm||
1032|2497|1|Kill Rig|"10"""|10|3+|-||16|7+|5|170 x 109mm||
1033|2498|1|Hunta Rig|"10"""|10|3+|-||16|7+|5|170 x 109mm||
1034|2499|1|Big’ed Bossbunka|-|10|3+|-||12|7+|0|Use model||
1035|2500|1|Infernal Master|"6"""|4|3+|5||4|6+|1|40mm||
1036|2501|1|Chaos Predator Annihilator|"10"""|10|3+|-||11|6+|3|Use model||
1037|2507|1|NOVITIATE SUPERIOR|"6"""|3|3+|6||1|7+|2|32mm||
1038|2507|2|SISTER NOVITIATE|"6"""|3|4+|6||1|8+|2|28.5mm||
1039|2509|1|Voidsmen-at-arms|"6"""|3|4+|-||1|7+|2|25mm||
1040|2518|1|Blade Champion|"6"""|6|2+|4||6|6+|2|40mm||
1041|2519|1|Valerian|"6"""|6|2+|4||6|6+|2|40mm||
1042|2520|1|Knight-centura|"6"""|3|3+|5||4|6+|1|32mm||
1043|2521|1|Prosecutors|"6"""|3|3+|-||1|6+|2|32mm||
1044|2522|1|Vigilators|"6"""|3|3+|-||1|6+|1|32mm||
1045|2523|1|Witchseekers|"6"""|3|3+|-||1|6+|1|32mm||
1046|2524|1|Anathema Psykana Rhino|"12"""|9|3+|-||10|6+|2|Use model||
1047|2525|1|Reductus Saboteur|"6"""|3|5+|5||3|7+|1|32mm||
1048|2528|1|Winged Hive Tyrant|"12"""|9|2+|4||10|7+|3|60mm||
1049|2529|1|Parasite Of Mortrex|"12"""|5|4+|-||5|8+|1|40mm||
1050|2530|1|Lieutenant In Phobos Armour|"6"""|4|3+|-||4|6+|1|40mm||
1051|2531|1|Corsair Voidreavers|"7"""|3|4+|-||1|7+|2|28.5mm||
1052|2532|1|Corsair Voidscarred|"7"""|3|4+|-||1|7+|1|28.5mm||
1053|2533|1|Shroud Runners|"14"""|4|5+|5|* Against ranged attacks only|3|7+|2|60mm flying base||
1054|2534|1|Troupe Master|"8"""|3|6+|4||4|6+|1|25mm||
1055|2535|1|Shadowseer|"8"""|3|6+|4||4|6+|1|25mm||
1056|2536|1|Troupe|"8"""|3|6+|4||1|6+|1|25mm||
1057|2537|1|Death Jester|"8"""|3|6+|4||4|6+|1|25mm||
1058|2538|1|Solitaire|"12"""|3|6+|4||4|6+|1|25mm||
1059|2539|1|Skyweavers|"14"""|4|4+|4||3|6+|2|60mm flying base||
1060|2540|1|Voidweaver|"14"""|6|4+|4||6|6+|2|65mm||
1061|2541|1|Starweaver|"14"""|6|4+|4||6|6+|2|65mm||
1062|2542|1|Yvraine|"8"""|3|6+|4||4|6+|1|75 x 42mm||
1063|2543|1|The Visarch|"8"""|3|2+|4||5|6+|1|32mm||
1064|2544|1|The Yncarne|"10"""|10|2+|4||12|6+|3|80mm||
1065|2562|1|War Dog Executioner|"12"""|9|3+|5|* Against ranged attacks only|14|7+|6|100mm||
1066|2563|1|War Dog Stalker|"12"""|9|3+|5|* Against ranged attacks only|14|7+|6|100mm||
1067|2564|1|War Dog Karnivore|"14"""|9|3+|5|* Against ranged attacks only|14|7+|6|100mm||
1068|2565|1|War Dog Brigand|"12"""|9|3+|5|* Against ranged attacks only|14|7+|6|100mm||
1069|2566|1|War Dog Huntsman|"12"""|9|3+|5|* Against ranged attacks only|14|7+|6|100mm||
1070|2567|1|Knight Abominant|"10"""|11|3+|5|* Against ranged attacks only|26|6+|10|170 x 109mm||
1071|2568|1|Impulsor|"12"""|9|3+|-||11|6+|2|100mm||
1072|2569|1|CULT DEMAGOGUE|"6"""|3|6+|-||4|6+|1|32mm||
1073|2569|2|OTHER MODELS|"6"""|3|6+|-||1|7+|1|28.5mm||
1074|2570|1|Legionaries|"6"""|4|3+|-||2|6+|2|32mm||
1075|2571|1|MUTANT|"6"""|4|6+|-||1|7+|1|25mm||
1076|2571|2|TORMENT|"6"""|4|6+|-||3|7+|1|40mm||
1077|2572|1|Chaos Predator Annihilator|"10"""|10|3+|-||11|6+|3|Use model||
1078|2582|1|Bloodthirster|"12"""|11|3+|4||18|6+|5|120 x 92mm||
1079|2583|1|Blue Horrors|"6"""|3|7+|4||1|8+|1|25mm||
1080|2584|1|PINK HORROR|"6"""|3|7+|4||1|7+|2|32mm||
1081|2584|2|BLUE HORROR/BRIMSTONE HORROR|"6"""|3|7+|4||1|8+|1|25mm||
1082|2587|1|Imperial Navy Breachers|"6"""|3|4+|-||1|7+|2|25mm|Navis Armsman 28mm if armed with meltagun or plasmagun|
1083|2588|1|FARSTALKERS & KILL-BROKER|"7"""|3|6+|-||1|7+|1|28.5mm|Kill-broker 32mm|
1084|2588|2|KROOT HOUNDS|"12"""|3|6+|-||1|7+|0|28.5mm||
1085|2589|1|TRAITOR ENFORCER|"6"""|3|5+|5|* Traitor Enforcer model only.|3|6+|1|32mm||
1086|2589|2|TRAITOR OGRYN|"6"""|6|5+|-||4|7+|1|40mm||
1087|2590|1|Traitor Guardsmen Squad|"6"""|3|5+|-||1|7+|2|25mm||
1088|2591|1|Mutoid Vermin|"8"""|2|7+|-||1|8+|0|25mm||
1089|2592|1|NIGHTMARE HULK|"5"""|5|6+|-||4|7+|1|40mm||
1090|2592|2|GELLERPOX MUTANTS|"5"""|5|6+|-||1|7+|1|25mm||
1091|2593|1|Ûthar The Destined|"5"""|5|3+|4||5|6+|1|40mm||
1092|2594|1|Kâhl|"5"""|5|3+|4||4|7+|1|40mm||
1093|2595|1|Einhyr Champion|"5"""|5|2+|-||5|7+|1|40mm||
1094|2596|1|GRIMNYR|"5"""|5|4+|4||4|6+|1|40mm||
1095|2596|2|CORV|"5"""|5|4+|4||1|6+|1|25mm||
1096|2597|1|BRÔKHYR IRON-MASTER|"5"""|5|4+|-||4|7+|1|32mm||
1097|2597|2|IRONKIN ASSISTANT|"5"""|5|4+|-||1|7+|1|28.5mm||
1098|2597|3|E-COG|"5"""|5|4+|-||1|7+|1|25mm||
1099|2598|1|Hearthkyn Warriors|"5"""|5|4+|-||1|7+|2|28.5mm||
1100|2599|1|Einhyr Hearthguard|"5"""|5|2+|-||2|7+|1|32mm||
1101|2600|1|Cthonian Beserks|"6"""|6|5+|-||1|7+|1|28.5mm|50mm with mole grenade launcher|
1102|2601|1|Hernkyn Pioneers|"12"""|6|4+|-||3|7+|2|90 x 52mm||
1103|2602|1|Sagitaur|"12"""|9|3+|-||9|7+|2|Use model||
1104|2603|1|Brôkhyr Thunderkyn|"5"""|6|3+|-||2|7+|1|40mm||
1105|2604|1|Hekaton Land Fortress|"10"""|12|2+|-||16|7+|5|Use model||
1106|2605|1|Lord Solar Leontus|"12"""|4|3+|4||8|6+|2|80mm||
1107|2606|1|Ursula Creed|"6"""|3|4+|5||4|7+|1|32mm||
1108|2607|1|Cadian Castellan|"6"""|3|5+|5||4|7+|1|28.5mm||
1109|2609|1|CADIAN COMMANDER|"6"""|3|5+|-||3|7+|1|28.5mm||
1110|2609|2|CADIAN VETERAN GUARDSMAN|"6"""|3|5+|-||1|7+|1|28.5mm||
1111|2610|1|Regimental Attachés|"6"""|3|5+|-||1|7+|1|||
1112|2612|1|Cadian Shock Troops|"6"""|3|5+|-||1|7+|2|25mm||
1113|2613|1|Death Korps Of Krieg|"6"""|3|5+|-||1|7+|2|25mm||
1114|2614|1|Catachan Jungle Fighters|"6"""|3|5+|-||1|7+|2|25mm||
1115|2615|1|Kasrkin|"6"""|3|4+|-||1|7+|1|28.5mm||
1116|2616|1|Attilan Rough Riders|"12"""|4|4+|-||2|7+|1|60 x 35mm||
1117|2617|1|Rogal Dorn Battle Tank|"10"""|12|2+|-||18|7+|5|Use model||
1118|2619|1|Aegis Defence Line|-|12|2+|-||10|7+|0|Use model||
1119|2621|1|Angron|"14"""|11|2+|4||16|5+|6|100mm||
1120|2622|1|Khârn The Betrayer|"8"""|4|3+|4||5|6+|1|40mm||
1121|2623|1|Lord Invocatus|"10"""|6|3+|4||8|6+|2|90 x 52mm||
1122|2624|1|Daemon Prince of Khorne|"10"""|10|2+|4||10|6+|3|60mm||
1123|2625|1|Lord On Juggernaut|"10"""|6|3+|4||7|6+|2|90 x 52mm||
1124|2626|1|Master of Executions|"8"""|4|3+|-||4|6+|1|40mm||
1125|2627|1|Khorne Berzerkers|"8"""|4|3+|-||2|6+|2|32mm||
1126|2628|1|Jakhals|"7"""|4|6+|-||1|7+|1|28.5mm|Dishonoured model 40mm|
1127|2629|1|Chaos Terminators|"7"""|5|2+|4||3|6+|1|40mm||
1128|2630|1|Eightbound|"10"""|6|3+|5||3|6+|1|40mm||
1129|2631|1|Exalted Eightbound|"10"""|6|3+|5||3|6+|1|40mm||
1130|2632|1|Helbrute|"9"""|9|2+|-||8|6+|3|60mm||
1131|2633|1|Chaos Spawn|"10"""|5|4+|-||4|7+|1|50mm||
1132|2634|1|Chaos Land Raider|"10"""|12|2+|-||16|6+|5|Use model||
1133|2635|1|Defiler|"10"""|10|3+|5||14|6+|5|160mm||
1134|2636|1|Chaos Predator Destructor|"10"""|10|3+|-||11|6+|3|Use model||
1135|2637|1|Chaos Predator Annihilator|"10"""|10|3+|-||11|6+|3|Use model||
1136|2638|1|Forgefiend|"10"""|10|3+|5||12|6+|3|120 x 92mm||
1137|2639|1|Maulerfiend|"12"""|10|3+|5||12|6+|3|120 x 92mm||
1138|2640|1|Chaos Rhino|"12"""|9|3+|-||10|6+|2|Use model||
1139|2641|1|Heldrake|"20+"""|9|3+|5||12|6+|0|120 x 92mm flying base||
1140|2642|1|Khorne Lord of Skulls|"12"""|13|3+|5||24|6+|8|Use model||
1141|2677|1|Ancient In Terminator Armour|"5"""|5|2+|4||5|6+|1|40mm||
1142|2678|1|Chaplain Cassius|"6"""|4|3+|4||4|5+|1|32mm||
1143|2679|1|Vashtorr The Arkifane|"12"""|10|2+|4||14|6+|3|80mm||
1144|2682|1|Lion El’jonson|"8"""|9|2+|3||10|5+|4|60mm||
1145|2683|1|Vigilant Squad|"6"""|3|4+|-||1|7+|2|28.5mm|Cyber-mastiff 25mm|
1146|2684|1|Subductor Squad|"6"""|3|3+|4|*Excluding the Cyber-mastiff.|1|7+|1|28.5mm|Cyber-mastiff 25mm|
1147|2685|1|Exaction Squad|"6"""|3|4+|-||1|7+|1|28.5mm|Cyber-mastiff 25mm|
1148|2686|1|Barbgaunts|"6"""|4|4+|-||2|8+|1|40mm||
1149|2687|1|Neurogaunts|"6"""|3|6+|-||1|8+|1|25mm|Nodebeast 28mm|
1150|2688|1|Neurotyrant|"6"""|8|4+|4||9|7+|3|50mm||
1151|2689|1|Psychophage|"12"""|9|3+|-||10|8+|3|120 x 92mm||
1152|2690|1|Screamer-killer|"8"""|9|2+|-||10|8+|3|90mm||
1153|2691|1|Tyranid Warriors With Melee Bio-weapons|"6"""|5|4+|-||3|7+|2|50mm||
1154|2692|1|Tyranid Warriors With Ranged Bio-weapons|"6"""|5|4+|-||3|7+|2|50mm||
1155|2693|1|Von Ryan’s Leapers|"10"""|5|4+|6||3|8+|1|40mm||
1156|2694|1|Winged Tyranid Prime|"12"""|5|4+|-||6|7+|1|50mm||
1157|2700|1|Astraeus|"10"""|12|2+|5|*This model has a 5+ invulnerable save against ranged attacks.|24|6+|8|160mm||
1158|2701|1|Captain In Phobos Armour|"6"""|4|3+|4||5|6+|1|40mm||
1159|2702|1|Captain On Bike|"12"""|5|3+|4||6|6+|2|75 x 25mm||
1160|2703|1|Centurion Assault Squad|"4"""|7|2+|-||4|6+|2|50mm||
1161|2704|1|Fellblade|"9"""|13|2+|-||24|6+|8|Use model||
1162|2705|1|Gladiator Lancer|"10"""|10|3+|-||12|6+|3|100mm||
1163|2706|1|Ironclad Dreadnought|"6"""|10|2+|-||8|6+|3|60mm||
1164|2707|1|Judiciar|"6"""|4|3+|4|* This model has a 4+ invulnerable save against melee attacks.|4|5+|1|40mm||
1165|2708|1|Kayvaan Shrike|"12"""|4|3+|4||5|6+|1|40mm||
1166|2709|1|Kor’sarro Khan|"6"""|4|3+|4||5|6+|1|40mm||
1167|2710|1|Land Raider Helios|"10"""|12|2+|-||16|6+|5|Use model||
1168|2711|1|Land Speeder|"14"""|7|3+|-||6|6+|2|60mm flying base||
1169|2712|1|OUTRIDER|"12"""|5|3+|-||4|6+|2|90 x 52mm||
1170|2712|2|INVADER ATV|"12"""|5|3+|-||8|6+|2|Use model||
1171|2713|1|Pedro Kantor|"6"""|4|2+|4||5|6+|1|25mm||
1172|2714|1|Predator Annihilator|"10"""|10|3+|-||11|6+|3|Use model||
1173|2715|1|Predator Destructor|"10"""|10|3+|-||11|6+|3|Use model||
1174|2717|1|Redemptor Dreadnought|"8"""|10|2+|-||12|6+|4|90mm||
1175|2718|1|Reiver Squad|"6"""|4|3+|-||2|6+|1|32mm||
1176|2719|1|Relic Contemptor Dreadnought|"6"""|9|2+|5||10|6+|3|60mm||
1177|2720|1|Relic Razorback|"12"""|9|3+|-||10|6+|2|Use model||
1178|2721|1|Repulsor|"10"""|12|3+|-||16|6+|5|100mm||
1179|2722|1|Repulsor Executioner|"10"""|12|3+|-||16|6+|5|100mm||
1180|2723|1|Rhino|"12"""|9|3+|-||10|6+|2|Use model||
1181|2724|1|Thunderhawk Transporter|"20+"""|12|2+|-||30|6+|0|120 x 92mm||
1182|2725|1|Tyrannic War Veterans|"6"""|4|3+|-||2|6+|1|25mm||
1183|2726|1|Vulkan He’stan|"6"""|4|2+|4||5|6+|1|40mm||
1184|2727|1|Whirlwind|"10"""|10|3+|-||11|6+|3|Use model||
1185|2728|1|Whirlwind Scorpius|"10"""|10|3+|-||11|6+|3|Use model||
1186|2729|1|Xiphon Interceptor|"20+"""|9|3+|-||12|6+|0|120 x 92mm flying base||
1187|2730|1|Heretic Astartes Daemon Prince With Wings|"12"""|9|2+|4||10|6+|3|60mm||
1188|2731|1|Renegade Enforcer|"6"""|3|5+|5||3|6+|1|25mm||
1189|2732|1|Renegade Heavy Weapons Squad|"6"""|3|5+|-||2|7+|2|40mm||
1190|2733|1|OGRYN PACK MASTER|"6"""|6|5+|-||4|7+|1|40mm||
1191|2733|2|CHAOS MAULER HOUND|"6"""|4|6+|-||1|7+|1|60 x 35mm||
1192|2734|1|Renegade Ogryn Brutes|"6"""|6|5+|-||3|7+|1|40mm||
1193|2735|1|Renegade Plague Ogryns|"5"""|7|5+|-||3|7+|1|40mm||
1194|2736|1|Deffkoptas With Big Shootas|"12"""|6|4+|6||4|7+|2|75 x 42mm||
1195|2737|1|Death Company Marines With Jump Packs|"12"""|4|3+|-||2|6+|1|32mm||
1196|2738|1|Sanguinary Priest With Jump Pack|"12"""|4|3+|-||4|6+|1|32mm||
1197|2739|1|Earthshaker Platform|-|8|3+|-||8|7+|2|Use model||
1198|2740|1|Elysian Drop Sentinel|"10"""|6|3+|-||6|7+|2|60mm||
1199|2741|1|Leman Russ Eradicator|"10"""|11|2+|-||13|7+|3|Use model||
1200|2742|1|Leman Russ Executioner|"10"""|11|2+|-||13|7+|3|Use model||
1201|2743|1|Leman Russ Exterminator|"10"""|11|2+|-||13|7+|3|Use model||
1202|2744|1|Leman Russ Punisher|"10"""|11|2+|-||13|7+|3|Use model||
1203|2745|1|Leman Russ Vanquisher|"10"""|11|2+|-||13|7+|3|Use model||
1204|2746|1|Tempestus Scions|"6"""|3|4+|-||1|7+|1|25mm||
1205|2748|1|Ravenwing Command Squad|"12"""|5|3+|5||4|6+|2|75 x 42mm||
1206|2749|1|Daemon Prince of Nurgle with Wings|"12"""|11|2+|4||10|6+|3|60mm||
1207|2750|1|Icon Bearer|"5"""|6|3+|-||4|5+|1|32mm||
1208|2751|1|Norn Emissary|"10"""|11|2+|4||16|7+|5|100mm||
1209|2752|1|Norn Assimilator|"10"""|11|2+|-||16|7+|5|100mm||
1210|2753|1|Neurolictor|"8"""|5|4+|4||7|7+|1|50mm||
1211|2755|1|Exalted Sorcerer on Disc of Tzeentch|"10"""|4|3+|4||6|6+|2|40mm||
1212|2757|1|Daemon Prince of Khorne with Wings|"14"""|9|2+|4||10|6+|3|60mm||
1213|2758|1|Daemon Prince Of Chaos With Wings|"12"""|9|2+|4||10|6+|3|60mm||
1214|2759|1|Autarch Wayleaper|"14"""|3|3+|4||4|6+|1|32mm||
1215|2760|1|Inquisitor In Terminator Armour|"5"""|4|2+|4||5|6+|1|25mm||
1216|2761|1|Damned Legionnaires|"6"""|4|3+|4||2|6+|1|25mm||
1217|2762|1|ROGUE TRADER|"6"""|3|4+|4||4|6+|1|25mm||
1218|2762|2|OTHER MODELS|"6"""|3|4+|4||2|7+|1|25mm||
1219|2763|1|Janus Draik|"6"""|3|4+|4||4|6+|1|32mm||
1220|2764|1|Neyam Shai Murad|"6"""|3|4+|4||4|6+|1|32mm||
1221|2765|1|Navigator|"6"""|3|5+|4||3|7+|1|32mm||
1222|2766|1|Ur-025|"5"""|5|3+|-||4|7+|1|32mm||
1223|2767|1|Inquisitorial Agents|"6"""|3|5+|-||1|7+|1|25mm|Gun servitors 32mm|
1224|2768|1|Grey Knights Relic Razorback|"12"""|9|3+|-||10|6+|2|Use model||
1225|2769|1|Armiger Moirax|"12"""|9|3+|5|* Against ranged attacks only|14|7+|6|100mm||
1226|2770|1|Sir Hekhtur|"6"""|3|4+|-||3|5+|1|25mm||
1227|2771|1|EPHRAEL STERN|"8"""|3|3+|4||5|7+|1|32mm||
1228|2771|2|KYGANIL OF THE BLOODY TEARS|"8"""|3|6+|4||3|7+|1|32mm||
1229|2772|1|Company Heroes|"6"""|4|3+|-||4|6+|1|40mm||
1230|2773|1|Apothecary|"6"""|4|3+|-||4|6+|1|40mm||
1231|2775|1|Ancient|"6"""|4|3+|-||4|6+|1|40mm||
1232|2776|1|Assault Intercessors With Jump Packs|"12"""|4|3+|-||2|6+|1|32mm||
1233|2779|1|Spectrus Kill Team|"6"""|4|3+|-||2|6+|1|32mm|Kill Team Infiltrators with bolt sniper rifles 40mm|
1234|2780|1|Fortis Kill Team|"6"""|4|3+|-||2|6+|2|32mm||
1235|2781|1|Indomitor Kill Team|"5"""|6|3+|-||3|6+|1|40mm||
1236|2783|1|Deathwatch Veterans|"6"""|4|3+|-||2|6+|2|32mm||
1237|2786|1|Impulsor|"12"""|9|3+|-||11|6+|2|100mm||
1238|2787|1|Gladiator Lancer|"10"""|10|3+|-||12|6+|3|100mm||
1239|2788|1|Gladiator Valiant|"10"""|10|3+|-||12|6+|3|100mm||
1240|2789|1|Gladiator Reaper|"10"""|10|3+|-||12|6+|3|100mm||
1241|2790|1|Repulsor Executioner|"10"""|12|3+|-||16|6+|5|100mm||
1242|2791|1|Repulsor|"10"""|12|3+|-||16|6+|5|100mm||
1243|2792|1|GRIMALDUS|"6"""|4|3+|4||4|5+|1|40mm||
1244|2792|2|CENOBYTE SERVITOR|"6"""|4|3+|4||1|8+|1|28.5mm||
1245|2793|1|Castellan|"6"""|4|3+|-||4|6+|1|40mm||
1246|2794|1|High Marshal Helbrecht|"6"""|4|2+|4||6|6+|3|60mm||
1247|2795|1|Emperor’s Champion|"8"""|4|2+|4||5|6+|1|40mm||
1248|2796|1|Marshal|"6"""|4|3+|4||5|6+|1|40mm||
1249|2798|1|Sword Brethren Squad|"6"""|4|3+|-||3|6+|1|40mm||
1250|2799|1|NEOPHYTES|"6"""|4|4+|-||2|6+|2|25mm||
1251|2799|2|OTHER MODELS|"6"""|4|3+|-||2|6+|2|32mm|Sword Brother 40mm|
1252|2801|1|Venerable Dreadnought|"8"""|9|2+|-||8|6+|3|60mm||
1253|2802|1|Wolf Guard Pack Leader With Jump Pack|"12"""|4|3+|-||2|6+|1|32mm||
1254|2803|1|Wolf Guard Pack Leader In Terminator Armour|"5"""|5|2+|4||3|6+|1|40mm||
1255|2804|1|Wolf Guard Pack Leader|"6"""|4|3+|-||2|6+|1|32mm||
1256|2805|1|Cyberwolf|"10"""|4|6+|6||2|7+|0|40mm||
1257|2806|1|Hounds Of Morkai|"6"""|4|3+|6|*  This invulnerable save is improved to 4+ against Psychic Attacks.|2|6+|1|32mm||
1258|2807|1|Castellum Stronghold|-|13|2+|-||50|6+|0|Use model||
1259|2808|1|Wall Of Martyrs Bunker|-|13|2+|-||10|7+|0|Use model||
1260|2809|1|Wall Of Martyrs Defence Line|-|12|2+|-||10|7+|0|Use model||
1261|2810|1|Wall Of Martyrs Defence Emplacement|-|12|2+|-||10|7+|0|Use model||
1262|2811|1|Aegis Defence Line With Weapon Emplacement|-|12|2+|-||10|7+|0|Use model||
1263|3582|1|Khorne Berzerkers|"8"""|4|3+|-||2|6+|2|32mm||
1264|3583|1|Rubric Marine|"6"""|4|3+|5||2|7+|2|32mm||
1265|3583|2|Aspiring Sorcerer|"6"""|4|3+|5||3|6+|2|32mm||
1266|3584|1|Plague Marines|"5"""|6|3+|-||2|6+|2|32mm||
1267|3585|1|Chaos Thunderhawk|"20+"""|12|2+|-||30|6+|0|120 x 92mm flying base||
1268|3586|1|Greater Blight Drone|"10"""|9|3+|5||10|6+|3|60mm||
1269|3587|1|Blood Slaughterer|"12"""|9|3+|5||10|6+|3|Use model||
1270|3588|1|Chaos Thunderhawk|"20+"""|12|2+|-||30|6+|0|120 x 92mm flying base||
1271|3589|1|Greater Brass Scorpion|"12"""|12|3+|5||26|6+|10|Use model||
1272|3590|1|Kytan Ravager|"10"""|12|3+|5||24|6+|10|170 x 109mm||
1273|3591|1|Chaos Thunderhawk|"20+"""|12|2+|-||30|6+|0|120 x 92mm flying base||
1274|3592|1|Chaos Lord On Palanquin Of Nurgle|"5"""|5|3+|4||8|6+|2|60mm||
1275|3593|1|NIGHTMARE HULK|"5"""|5|6+|-||4|7+|1|40mm||
1276|3593|2|GELLERPOX MUTANTS|"5"""|5|6+|-||1|7+|1|25mm||
1277|3594|1|Hell Blade|"20+"""|8|3+|5||10|6+|0|120 x 92mm flying base||
1278|3595|1|Hell Talon|"20+"""|9|3+|5||14|6+|0|120 x 92mm flying base||
1279|3596|1|Mutoid Vermin|"8"""|2|7+|-||1|8+|0|25mm||
1280|3597|1|Chaos Lord On Disc Of Tzeentch|"12"""|4|3+|4||6|6+|1|40mm||
1281|3598|1|Hell Blade|"20+"""|8|3+|5||10|6+|0|120 x 92mm flying base||
1282|3599|1|Hell Talon|"20+"""|9|3+|5||14|6+|0|120 x 92mm flying base||
1283|3600|1|Sorcerer On Palanquin Of Nurgle|"5"""|5|3+|-||7|6+|2|60mm||
1284|3601|1|Hell Blade|"20+"""|8|3+|5||10|6+|0|120 x 92mm flying base||
1285|3602|1|Hell Talon|"20+"""|9|3+|5||14|6+|0|120 x 92mm flying base||
1286|3603|1|Terrax-pattern Termite|"8"""|10|3+|-||14|6+|2|Use model||
1287|3604|1|Terrax-pattern Termite|"8"""|10|3+|-||14|6+|2|Use model||
1288|3605|1|Terrax-pattern Termite|"8"""|10|3+|-||14|6+|2|Use model||
1289|3606|1|Terrax-pattern Termite|"8"""|10|3+|-||14|6+|2|Use model||
1290|3607|1|Land Raider Achilles|"10"""|12|2+|4||16|6+|5|Use model||
1291|3608|1|Land Raider Achilles|"10"""|12|2+|4||16|6+|5|Use model||
1292|3609|1|Land Raider Achilles|"10"""|12|2+|4||16|6+|5|Use model||
1293|3610|1|Land Raider Achilles|"10"""|12|2+|4||16|6+|5|Use model||
1294|3611|1|Land Raider Proteus|"12"""|12|2+|-||16|6+|5|Use model||
1295|3612|1|Land Raider Proteus|"12"""|12|2+|-||16|6+|5|Use model||
1296|3613|1|Land Raider Proteus|"12"""|12|2+|-||16|6+|5|Use model||
1297|3614|1|Land Raider Proteus|"12"""|12|2+|-||16|6+|5|Use model||
1298|3615|1|Fire Raptor Gunship|"20+"""|10|3+|-||18|6+|0|120 x 92mm flying base||
1299|3616|1|Fire Raptor Gunship|"20+"""|10|3+|-||18|6+|0|120 x 92mm flying base||
1300|3617|1|Fire Raptor Gunship|"20+"""|10|3+|-||18|6+|0|120 x 92mm flying base||
1301|3618|1|Fire Raptor Gunship|"20+"""|10|3+|-||18|6+|0|120 x 92mm flying base||
1302|3619|1|Spartan|"10"""|12|2+|-||18|6+|6|Use model||
1303|3620|1|Spartan|"10"""|12|2+|-||18|6+|6|Use model||
1304|3621|1|Spartan|"10"""|12|2+|-||18|6+|6|Use model||
1305|3622|1|Spartan|"10"""|12|2+|-||18|6+|6|Use model||
1306|3623|1|Deredeo Dreadnought|"6"""|9|2+|5||12|6+|3|80mm||
1307|3624|1|Deredeo Dreadnought|"6"""|9|2+|5||12|6+|3|80mm||
1308|3625|1|Deredeo Dreadnought|"6"""|9|2+|5||12|6+|3|80mm||
1309|3626|1|Deredeo Dreadnought|"6"""|9|2+|5||12|6+|3|80mm||
1310|3627|1|Cerberus|"10"""|12|2+|-||18|6+|6|Use model||
1311|3628|1|Cerberus|"10"""|12|2+|-||18|6+|6|Use model||
1312|3629|1|Cerberus|"10"""|12|2+|-||18|6+|6|Use model||
1313|3630|1|Cerberus|"10"""|12|2+|-||18|6+|6|Use model||
