|datasheet_id|line|line_in_wargear|dice|name|description|range|type|A|BS_WS|S|AP|D|Unnamed: 13
8356|4037||1||Combi-bolter|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>"|24|Ranged|2|2|4|0|1|
8357|4037||1||Power fist||Melee|Melee|5|2|8|-2|2|
8358|4038||1||Power fist||Melee|Melee|5|2|8|-2|2|
8359|4038||1||Twin lightning claws|"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">TWIN-LINKED</a>"|Melee|Melee|6|2|5|-2|1|
8360|4038||1||Bolt pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|2|4|0|1|
8361|4038||1||Plasma pistol – standard|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|2|7|-2|1|
8362|4038||2||Plasma pistol – supercharge|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>"|12|Ranged|1|2|8|-3|2|
8363|4038||1||Accursed weapon||Melee|Melee|6|2|5|-2|1|
8364|4039||1||Power fist||Melee|Melee|5|2|8|-2|2|
8365|4039||1||Paired accursed weapons|"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|Melee|Melee|7|2|4|-1|1|
8366|4039||1||Close combat weapon||Melee|Melee|6|2|4|0|1|
8367|4039||1||Combi-bolter|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>"|24|Ranged|2|2|4|0|1|
8368|4039||1||Accursed weapon||Melee|Melee|6|2|5|-2|1|
8369|4039||1||Plasma pistol – supercharge|"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|2|8|-3|2|
8370|4039||2||Plasma pistol – standard|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|2|7|-2|1|
8371|4039||1||Astartes chainsword||Melee|Melee|7|2|4|-1|1|
8372|4039||1||Bolt pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|2|4|0|1|
8373|4039||1||Combi-weapon|"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>"|24|Ranged|1|4|4|0|1|
8374|4040||1||Plasma pistol – standard|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|2|7|-2|1|
8375|4040||2||Plasma pistol – supercharge|"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|2|8|-3|2|
8376|4040||1||Combi-bolter|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>"|24|Ranged|2|2|4|0|1|
8377|4040||1||Combi-weapon|"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>"|24|Ranged|1|4|4|0|1|
8378|4040||1||Paired accursed weapons|"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|Melee|Melee|7|2|4|-1|1|
8379|4040||1||Accursed weapon||Melee|Melee|6|2|5|-2|1|
8380|4040||1||Astartes chainsword||Melee|Melee|7|2|4|-1|1|
8381|4040||1||Bladed horn|"<a href=""/wh40k10ed/the-rules/core-rules/#Extra-Attacks"">extra attacks</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Lance"">lance</a>"|Melee|Melee|4|4|6|-1|1|
8382|4040||1||Close combat weapon||Melee|Melee|6|2|4|0|1|
8383|4040||1||Bolt pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|2|4|0|1|
8384|4040||1||Power fist||Melee|Melee|5|2|8|-2|2|
8385|4041||1||Combi-bolter|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>"|24|Ranged|2|2|4|0|1|
8386|4041||1||Bolt pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|2|4|0|1|
8387|4041||1||Plasma pistol – standard|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|2|7|-2|1|
8388|4041||2||Plasma pistol – supercharge|"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|2|8|-3|2|
8389|4041||1||Accursed weapon||Melee|Melee|6|2|5|-2|1|
8390|4041||1||Astartes chainsword||Melee|Melee|7|2|4|-1|1|
8391|4041||1||Close combat weapon||Melee|Melee|6|2|4|0|1|
8392|4041||1||Nurgling’s claws and teeth|"<a href=""/wh40k10ed/the-rules/core-rules/#Extra-Attacks"">extra attacks</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>"|Melee|Melee|4|5|2|0|1|
8393|4041||1||Paired accursed weapons|"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|Melee|Melee|7|2|4|-1|1|
8394|4041||1||Power fist||Melee|Melee|5|2|8|-2|2|
8395|4041||1||Combi-weapon|"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>"|24|Ranged|1|4|4|0|1|
8396|4042||1||Power fist||Melee|Melee|5|2|8|-2|2|
8397|4042||1||Bolt pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|2|4|0|1|
8398|4042||1||Lashing tongue|"<a href=""/wh40k10ed/the-rules/core-rules/#Extra-Attacks"">extra attacks</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>"|Melee|Melee|2|4|4|0|1|
8399|4042||1||Combi-weapon|"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>"|24|Ranged|1|4|4|0|1|
8400|4042||1||Accursed weapon||Melee|Melee|6|2|5|-2|1|
8401|4042||1||Combi-bolter|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>"|24|Ranged|2|2|4|0|1|
8402|4042||1||Paired accursed weapons|"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|Melee|Melee|7|2|4|-1|1|
8403|4042||1||Plasma pistol – standard|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|2|7|-2|1|
8404|4042||2||Plasma pistol – supercharge|"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|2|8|-3|2|
8405|4042||1||Astartes chainsword||Melee|Melee|7|2|4|-1|1|
8406|4042||1||Close combat weapon||Melee|Melee|6|2|4|0|1|
8407|4043||1||Reaper autocannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|36|Ranged|4|3|7|-1|1|
8408|4043||1||Power fist||Melee|Melee|3|3|8|-2|2|
8409|4043||1||Paired accursed weapons|"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|Melee|Melee|5|3|5|-2|1|
8410|4043||1||Chainfist|"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-vehicle 3+</a>"|Melee|Melee|3|4|8|-2|2|
8411|4043||1||Accursed weapon||Melee|Melee|4|3|5|-2|1|
8412|4043||1||Heavy flamer|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|12|Ranged|D6||5|-1|1|
8413|4043||1||Combi-weapon|"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>"|24|Ranged|1|4|4|0|1|
8414|4043||1||Combi-bolter|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>"|24|Ranged|2|3|4|0|1|
8415|4044||1||Paired accursed weapons|"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|Melee|Melee|5|3|5|-2|1|
8416|4044||1||Power fist||Melee|Melee|4|3|8|-2|2|
8417|4044||1||Bolt pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|3|4|0|1|
8418|4044||1||Boltgun||24|Ranged|2|3|4|0|1|
8419|4044||1||Combi-weapon|"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>"|24|Ranged|1|4|4|0|1|
8420|4044||1||Plasma pistol – standard|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|3|7|-2|1|
8421|4044||2||Plasma pistol – supercharge|"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|3|8|-3|2|
8422|4044||1||Accursed weapon||Melee|Melee|4|3|5|-2|1|
8423|4045||1||Close combat weapon||Melee|Melee|4|4|4|-1|1|
8424|4045||1||Balefire pike|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">IGNORES COVER</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">TORRENT</a>"|12|Ranged|D6+3||5|-1|1|
8425|4046||1||Commune blade||Melee|Melee|2|4|4|-2|1|
8426|4046||1||Warp Curse – focused witchfire|"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 2</a>"|18|Ranged|3|3|5|-1|2|
8427|4046||2||Warp Curse – witchfire|"<a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>"|18|Ranged|3|3|4|-1|2|
8428|4046||1||Autopistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|4|3|0|1|
8429|4046||1||Commune stave|"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>"|Melee|Melee|2|4|3|0|D3|
8430|4046||1||Close combat weapon||Melee|Melee|1|4|3|0|1|
8431|4047||1||Ogryn weapons||Melee|Melee|5|3|7|-1|2|
8432|4047||1||Bolt pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|3|4|0|1|
8433|4047||1||Power fist||Melee|Melee|3|3|6|-2|2|
8434|4048||1||Shotgun|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>"|12|Ranged|2|3|4|0|1|
8435|4048||1||Lasgun|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>"|24|Ranged|1|3|3|0|1|
8436|4048||1||Autogun|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>"|24|Ranged|1|3|3|0|1|
8437|4048||1||Enforcer melee weapon||Melee|Melee|4|3|4|0|1|
8438|4048||1||Enforcer pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|3|4|0|1|
8439|4048||1||Power weapon||Melee|Melee|3|3|4|-2|1|
8440|4048||1||Power fist||Melee|Melee|3|3|6|-2|2|
8441|4049||1||Psychic Strike – focused witchfire|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>"|12|Ranged|D6+3|3|6|-2|2|
8442|4049||1||Chaos stave|"<a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>"|Melee|Melee|1|4|6|-1|D3|
8443|4049||1||Laspistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|4|3|0|1|
8444|4049||1||Psychic Strike – witchfire|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>"|12|Ranged|D6|3|6|-2|1|
8445|4050||1||Autopistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|4|3|0|1|
8446|4050||1||Bolt pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|4|4|0|1|
8447|4050||1||Brutal assault weapon||Melee|Melee|2|4|3|0|1|
8448|4051||1||Grenade launcher – frag|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|24|Ranged|D3|4|4|0|1|
8449|4051||1||Flamer|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|12|Ranged|D6||4|0|1|
8450|4051||1||Bolt pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|4|4|0|1|
8451|4051||1||Autogun|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>"|24|Ranged|1|4|3|0|1|
8452|4051||1||Heavy stubber|"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 3</a>"|36|Ranged|4|5|4|0|1|
8453|4051||1||Grenade launcher – krak||24|Ranged|1|4|9|-2|D3|
8454|4051||1||Autopistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|4|3|0|1|
8455|4051||1||Brutal assault weapon||Melee|Melee|2|4|3|0|1|
8456|4051||1||Close combat weapon||Melee|Melee|1|4|3|0|1|
8457|4052||1||Blasphemous appendages||Melee|Melee|2|4|4|0|1|
8458|4052||1||Hideous mutations||Melee|Melee|D6+2|4|5|-1|2|
8459|4053||1||Plasma pistol – supercharge|"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|4|8|-3|2|
8460|4053||1||Autopistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|4|3|0|1|
8461|4053||1||Corrupted stave|"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>"|Melee|Melee|2|4|4|-1|D3|
8462|4053||1||Bolt pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|4|4|0|1|
8463|4053||1||Chainsword||Melee|Melee|3|4|4|0|1|
8464|4053||1||Great weapon||Melee|Melee|2|5|8|-1|2|
8465|4053||1||Corrupted stave|"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>"|18|Ranged|D3|4|5|-1|1|
8466|4053||1||Plasma pistol – standard|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|4|7|-2|1|
8467|4053||1||Close combat weapon||Melee|Melee|2|4|4|0|1|
8468|4054||1||Flamer|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|12|Ranged|D6||4|0|1|
8469|4054||1||Lasgun|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>"|24|Ranged|1|4|3|0|1|
8470|4054||1||Corrupted pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|4|4|-1|1|
8471|4054||1||Close combat weapon||Melee|Melee|1|4|3|0|1|
8472|4054||1||Plasma gun – supercharge|"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>"|24|Ranged|1|4|8|-3|2|
8473|4054||2||Plasma gun – standard|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>"|24|Ranged|1|4|7|-2|1|
8474|4054||1||Meltagun|"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>"|12|Ranged|1|4|9|-4|D6|
8475|4054||1||Cultist grenade launcher – frag|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|24|Ranged|D3|4|4|0|1|
8476|4054||2||Cultist grenade launcher – krak||24|Ranged|1|4|9|-2|D3|
8477|4054||1||Boltgun|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>"|24|Ranged|1|4|4|0|1|
8478|4054||1||Chainsword||Melee|Melee|3|4|3|0|1|
8479|4054||1||Power weapon||Melee|Melee|2|4|4|-2|1|
8480|4054||1||Cultist sniper rifle|"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Precision"">precision</a>"|36|Ranged|1|4|4|-2|2|
8481|4055||1||Hideous mutations||Melee|Melee|4|4|6|-1|2|
8482|4055||1||Belly-flamer|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|12|Ranged|D6||5|0|1|
8483|4055||1||Brutal weapons||Melee|Melee|2|4|4|0|1|
8484|4056||1||Diseased claws and fangs|"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>"|Melee|Melee|2|4|2|0|1|
8485|4057||1||Electro-goads|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 2</a>"|Melee|Melee|3|3|4|0|1|
8486|4058||1||Missile launcher – krak|"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>"|48|Ranged|1|5|9|-2|D6|
8487|4058||2||Missile launcher – frag|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>"|48|Ranged|D6|5|4|0|1|
8488|4058||1||Lascannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>"|48|Ranged|1|5|12|-3|D6+1|
8489|4058||1||Heavy stubber|"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 3</a>"|36|Ranged|4|5|4|0|1|
8490|4058||1||Heavy bolter|"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|36|Ranged|3|5|5|-1|2|
8491|4058||1||Autocannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>"|48|Ranged|2|5|9|-1|3|
8492|4058||1||Close combat weapons||Melee|Melee|2|4|3|0|1|
8493|4058||1||Renegade firearm|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>"|24|Ranged|1|4|3|0|1|
8494|4058||1||Mortar|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Indirect-Fire"">indirect fire</a>"|48|Ranged|D6|5|5|0|1|
8495|4059||1||Befouled claws and fangs||Melee|Melee|2|3|5|0|1|
8496|4059||1||Mauler goad and ripper claw||Melee|Melee|4|3|6|-1|2|
8497|4060||1||Ogryn power drill||Melee|Melee|3|3|10|-2|2|
8498|4060||1||Ogryn weapon||Melee|Melee|3|3|6|-1|2|
8499|4061||1||Ogryn plague claws|"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>"|Melee|Melee|3|3|6|-1|2|
8500|4062||1||Bolt pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|3|4|0|1|
8501|4062||1||Accursed crozius||Melee|Melee|5|2|6|-1|2|
8502|4062||1||Close combat weapon||Melee|Melee|1|4|3|0|1|
8503|4063||1||Astartes chainsword||Melee|Melee|5|3|4|-1|1|
8504|4063||1||Havoc lascannon||48|Ranged|1|3|12|-3|D6+1|
8505|4063||1||Havoc missile launcher – frag|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|48|Ranged|D6|3|4|0|1|
8506|4063||2||Havoc missile launcher – krak||48|Ranged|1|3|9|-2|D6|
8507|4063||1||Havoc reaper chaincannon||24|Ranged|8|3|5|0|1|
8508|4063||1||Meltagun|"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">MELTA 2</a>"|12|Ranged|1|3|9|-4|D6|
8509|4063||1||Plasma gun – standard|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">RAPID FIRE 1</a>"|24|Ranged|1|3|7|-2|1|
8510|4063||2||Plasma gun – supercharge|"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">HAZARDOUS</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">RAPID FIRE 1</a>"|24|Ranged|1|3|8|-3|2|
8511|4063||1||Plasma pistol – standard |"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">PISTOL</a>"|12|Ranged|1|3|7|-2|1|
8512|4063||2||Plasma pistol – supercharge|"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">HAZARDOUS</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">PISTOL</a>"|12|Ranged|1|3|8|-3|2|
8513|4063||1||Accursed weapon||Melee|Melee|4|3|5|-2|1|
8514|4063||1||Close combat weapon||Melee|Melee|3|3|4|0|1|
8515|4063||1||Power fist||Melee|Melee|3|3|8|-2|2|
8516|4063||1||Boltgun||24|Ranged|2|3|4|0|1|
8517|4063||1||Flamer|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|12|Ranged|D6||4|0|1|
8518|4063||1||Havoc autocannon||48|Ranged|2|3|9|-1|3|
8519|4063||1||Havoc heavy bolter|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|36|Ranged|3|3|5|-1|2|
8520|4064||1||Plasma gun – supercharge|"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">HAZARDOUS</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">RAPID FIRE 1</a>"|24|Ranged|1|3|8|-3|2|
8521|4064||1||Plasma pistol – supercharge|"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|3|8|-3|2|
8522|4064||1||Reaper chaincannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>"|24|Ranged|8|4|5|0|1|
8523|4064||1||Accursed weapon||Melee|Melee|4|3|5|-2|1|
8524|4064||1||Astartes chainsword||Melee|Melee|4|3|4|-1|1|
8525|4064||1||Close combat weapon||Melee|Melee|3|3|4|0|1|
8526|4064||1||Heavy melee weapon||Melee|Melee|3|3|8|-2|2|
8527|4064||1||Balefire tome|"<a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>"|18|Ranged|2|3|5|-1|1|
8528|4064||1||Bolt pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|3|4|0|1|
8529|4064||1||Boltgun||24|Ranged|2|3|4|0|1|
8530|4064||1||Flamer|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|12|Ranged|D6||4|0|1|
8531|4064||1||Havoc autocannon||48|Ranged|2|4|9|-1|3|
8532|4064||1||Meltagun|"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>"|12|Ranged|1|3|9|-4|D6|
8533|4064||1||Lascannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">HEAVY</a>"|48|Ranged|1|4|12|-3|D6+1|
8534|4064||1||Missile launcher – frag|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">BLAST</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">HEAVY</a>"|48|Ranged|D6|4|4|0|1|
8535|4064||2||Missile launcher – krak|"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">HEAVY</a>"|48|Ranged|1|4|9|-2|D6|
8536|4064||1||Plasma gun – standard|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">RAPID FIRE 1</a>"|24|Ranged|1|3|7|-2|1|
8537|4064||1||Heavy bolter|"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">HEAVY</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">SUSTAINED HITS 1</a>"|36|Ranged|3|4|5|-1|2|
8538|4064||1||Plasma pistol – standard|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|3|7|-2|1|
8539|4065||1||Bolt pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|3|4|0|1|
